BURNHAM-BERROW-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST304506,Long,-2.998623,Lat,51.250304,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,3.65,3.69,3.03,3.12,1.52,4.14,2.84,3.91,3.45,4.77,1.3,3.62,1.96,2.26,1.62,2.06,0.56,3.12,4.24,3.2,4.67,2.41,3.18,3.22,5.3,2.4,2.19,1.47,2.32,4.74,0.68,0.64,3.28,2.34,0.45,1.9,3.72,2.85,2.7,1.31,2.55,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,2.92,0.74,0.23,2.59,6.77,0.25,3.46,2.35,2.47,2.78,1.49,0.54,2.15,0.05,1.67,0.35,2.46,2.17,3.76,0.82,1.36,1.8,2.93,0.3,1.21,0.99,2.12,2.22,1.57,0.63,1.77,4.66,3.78,0.8,1.58,2.97,2.39,0.02,3.26,,0.2,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,4.38,2.51,1.83,2.29,1.18,1.01,0.36,0.87,3.04,2.53,0.14,2.61,0.9,1.7,2.09,2.11,0.88,2.76,3.29,0.17,1.07,2.1,2.6,1.71,0.87,0.29,0.53,0.77,4.6,0.93,0.97,0.71,4.08,3.01,0.74,3.18,1.12,0.52,1.72,0.68,2.96,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.81,3.4,0.67,2.62,2.48,1.89,2.33,2.62,1.49,1.65,0.41,2.96,2.4,2.52,1.66,2.64,4.34,2.24,2.72,0.07,2.53,2.19,1.74,0.9,0.66,1.9,0.64,2.31,1.66,1.66,1.29,1.74,3.57,1.74,3.34,0.49,1.56,1.1,0,0.68,2.18,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,0.37,1.7,1.99,1.07,1.33,3.48,3.41,1.98,1.44,0.39,2.08,1.78,3.83,3.28,1.64,1.04,2.21,0.8,2.32,1.39,0.75,2.49,1.76,4.26,1.54,2.16,4.63,4.69,2.24,2.99,2.7,1.92,3.29,3.96,1.02,1.66,3.11,0.4,1,2.01,1.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1,3.06,0.2,0.94,0.58,2.85,0.05,2.07,2.25,2.66,2.43,0.38,3.48,0.7,1.48,0.74,2.06,2.48,0.72,0.87,1.69,0.66,1.62,0.86,0.69,2.13,2.53,3.01,1.88,1.74,0.39,1.71,0.81,2.74,3.13,3.66,2.27,1.65,2.16,,1.4,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.91,4.06,0.36,2.66,1.49,3.9,3.41,2.48,4.49,2.66,1.39,1.59,3.86,2.67,1.31,0.69,0.47,5.73,4.32,2.41,3.58,4.39,1.61,1.92,1.9,2.01,2.53,1.91,1.47,1.7,1.01,4.46,2.03,0.53,4.69,3.44,0.5,2.51,3.17,,3.37,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,2.99,1.07,1.89,4.06,2.54,4.98,7.84,2.37,4.23,2.11,4.45,3.63,4.75,1.47,1.4,3.67,1.72,0.4,0.63,3.77,2.73,0.03,3.78,6.79,3.28,2.73,1.87,4.5,1.12,3.94,2.45,6.47,3.89,5.32,3.18,2.16,0.29,3.63,4.21,,2.34,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2,1.42,1.99,2.05,2.8,4.52,3.83,2.04,6.46,0.96,0.32,2.93,2.07,4,2.58,2.6,4.28,2.99,1.97,2.14,0.74,1.96,0.64,1.93,3.57,2.6,2.36,3.18,0.86,1.07,4.53,4.68,2.9,3.53,3.61,4.33,3.04,2.55,2.79,,0.2,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.74,2.37,1.05,1.15,4.57,5.55,2.35,4.83,2.37,5.69,6.05,2.98,0.71,5.73,3.52,3.19,4.61,2.12,3.89,4.17,2.36,4.2,1.16,2.81,2.38,3.96,2.98,0.76,0.55,3.28,6.48,1.75,0.82,3.67,2.81,3.55,1.35,0.83,2.34,,3.27,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
