IPSDEN-HAILEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU639858,Long,-1.0794,Lat,51.56747,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.48,3.08,1.99,2.93,2.55,3.02,1.03,3.26,1.36,1.73,2.13,1.98,0.78,4.39,5.04,2.69,5.43,2.57,2.4,2.42,4.14,1.38,1.4,1.67,1.98,4.93,1.26,0.51,2.88,1.52,1.1,1.11,2.14,3.27,1.48,3,3.42,3.05
February,,,,4.13,0.54,3.77,1.95,4.43,1.57,0.76,0.73,1.65,0.33,4.21,0.35,2.38,2.38,4.47,0.63,1.13,1.91,2.04,0.7,1.31,0.98,1.71,2.1,1.23,0.66,1.03,4.14,4.74,0.65,1.56,2.22,1.38,0.46,2.78,2.68,0.14,1.96
March,,,,3.14,1.02,0.67,0.41,2.48,2.59,0.13,1.08,0.15,1.49,2.68,2.2,0.43,1.85,4.55,0.33,1.72,2.27,2.55,1.89,0.53,0.22,0.87,0.96,3.8,0.5,1.36,0.77,3.54,2.02,0.4,2.44,1.14,0.58,1.23,1.32,2.87,1.18
April,,,,2.21,2.75,2.65,2.67,1.81,1.54,1.15,1.98,3.37,2.53,1.02,1.9,4.01,1.94,2.85,0.13,3.14,1.81,1.34,1.43,1.1,1.04,1.16,1.63,1.85,1.4,1.09,1.6,2.84,1.01,2.25,0.3,0.42,1.36,0.22,1.04,2.43,0.65
May,,,,1.55,3.69,3.14,2.62,1.09,1.2,1.24,1.86,2.79,4.26,2.12,0.66,1.52,0.47,3.85,2.31,1.83,1.16,2.39,3.1,2.12,0.67,1.98,4.56,1.68,3.56,1.74,2.83,2.73,2.53,1.67,2.27,3.67,0.25,1.42,2.29,0.61,1.64
June,,,,0.38,2.57,0.07,3.04,2.73,1.76,0.96,0.8,1.4,0.94,1.96,1.55,5.11,4.24,3.21,0.81,1.51,0.91,2.19,0.3,1.7,1.76,2.04,2.29,1.03,1.71,0.32,2.08,1.23,1.02,1.83,3.33,2.11,2.38,1.93,3.99,0.9,1.81
July,,,,0.97,3.45,3.86,2.19,2.84,2.42,1.24,2.45,3.91,2.14,1.33,1.13,0.49,3.48,1.32,1.57,4.56,3.16,4.53,2,1.67,2.01,2.63,1.21,2.19,0.8,1.72,5.25,1.5,0.38,2.51,2.17,0.12,1.79,2.81,3.05,2.42,2.76
August,,,,2.31,2.04,4.33,1.46,3.81,2.01,0.75,2.7,4.7,2.66,0.98,1.69,2.2,1.56,1.36,3.36,2.24,0.27,2.89,2.33,1.62,2.24,1.08,3.78,0.46,2.8,0.79,2.36,3.47,3.75,1.74,4.36,0.48,3.55,2.63,3.62,2.69,2.69
September,,,,1.75,4.38,2.65,1.02,5.29,1.08,0.28,2.62,1.72,3.87,2.55,1.64,3.94,2.69,3.17,1.51,0.81,0.97,0.19,1.28,1.12,2.68,2.41,4.1,0.98,2.31,1.55,2.77,3.09,2.47,1.71,1.78,2.45,2.52,2.61,3.12,0.05,3.36
October,,,,4.26,3.85,2.6,2.09,2.02,4.57,3.19,1.09,0.66,3.88,1.96,1.41,3.69,1.7,3.18,2.64,5.09,3,1.14,3.04,3.68,3.7,3.41,0.97,0.48,2.34,6.39,0.49,0.94,3.18,2.42,1.74,2.06,1.16,2,3.37,2.09,6.08
November,,,,1.54,2.63,2.34,5.18,3.52,2.28,6.83,4.37,3.02,1.63,1.21,1.93,4.38,3.37,1.34,3.06,4.5,6.96,2.76,1.44,1.38,3.85,0.33,4.45,1.16,1.61,2.51,4.32,5.73,3.35,1.46,4.06,1.75,0.66,1.82,2.44,2.35,3.15
December,,,,2.49,4.19,2.38,0.59,2.88,2.25,5.46,2.98,1.03,0.77,0.57,6.39,3.48,2.42,2.71,3.76,1.42,1.34,1.54,3.43,1.28,1.51,3.46,2.04,2.37,3.13,1.11,1.05,1.95,2.29,0.61,2.28,2.96,3.83,2.79,2.98,3.84,3.46
Total,,,,26.21,34.19,30.45,26.15,35.45,26.29,23.02,25.92,25.76,26.23,22.72,22.83,32.41,30.49,37.05,22.8,33.38,26.33,25.96,23.36,21.65,22.04,22.48,29.76,19.21,25.75,20.87,28.17,34.64,24.17,19.26,28.06,20.68,21.81,23.72,32.9,23.81,31.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
