"IPSDEN (HAILEY)",,,,,,,,,,,,
Grid ref,SU640858,Long,-1.078028,Lat,51.567451,,,,,,,
Station no,1078,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,1.52,1.10,1.11,2.14,3.27,1.48,3.00,3.42,3.05,,
February,4.74,0.65,1.56,2.22,1.38,0.46,2.78,2.68,0.14,1.96,,
March,3.54,2.02,0.40,2.44,1.14,0.58,1.23,1.32,2.87,1.18,,
April,2.84,1.01,2.25,0.30,0.42,1.36,0.22,1.04,2.43,0.65,,
May,2.73,2.53,1.67,2.27,3.67,0.25,1.42,2.29,0.61,1.64,,
June,1.23,1.02,1.83,3.33,2.11,2.38,1.93,3.99,0.90,1.81,,
July,1.50,0.38,2.51,2.17,0.12,1.79,2.81,3.05,2.42,2.76,,
August,3.47,3.75,1.74,4.36,0.48,3.55,2.63,3.62,2.69,2.69,,
September,3.09,2.47,1.71,1.78,2.45,2.52,2.61,3.12,0.05,3.36,,
October,0.94,3.18,2.42,1.74,2.06,1.16,2.00,3.37,2.09,6.08,,
November,5.73,3.35,1.46,4.06,1.75,0.66,1.82,2.44,2.35,3.15,,
December,1.95,2.29,0.61,2.28,2.96,3.83,2.79,2.98,3.84,3.46,,
Total,34.64,24.17,19.26,28.06,20.68,21.81,23.72,32.90,23.81,31.79,,
Calc annual,34.64,24.17,19.26,28.06,20.68,21.81,23.72,32.90,23.81,31.79,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
