MELBOURNE-VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK389249,Long,-1.4242088,Lat,52.820238,Elevation,180,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,2.1,1.36,1.59,1.39,3.91,1.75,2.72,1,2.88,3.72,1.54,0.91,2.45,3.19,1.19,3.66,1.18,0.96,,,,,,,,,,,,,,,,,1.83,2.41,2.28,4.69,1.14,4.24,1.63,1.82,1.89,2.46,1.04,,,,,
February,,0.1,1.82,2.26,2.18,0.14,0.81,3.5,1.56,1.65,3.94,1.44,1.74,1.24,3.42,0.93,2.91,1.24,1.17,,,,,,,,,,,,,,,,,2.68,2.41,1.85,2.5,0.42,0.79,2.84,0.36,3.61,0.53,2,,,,,
March,,1.41,0.93,0.22,0.88,1.98,2.86,2.57,1.26,1.17,0.56,2.6,1.51,4.23,2.24,3.17,1.24,1.29,2.94,,,,,,,,,,,,,,,,,1.04,1.06,2.28,1.71,0.14,3.28,0.33,1.56,2.67,2.12,0.72,,,,,
April,,2.36,0.8,0.57,1.06,2.28,1.3,2.42,2.21,3.4,1.3,1.8,2.69,2.29,1.52,1.72,0.89,1.69,2.54,,,,,,,,,,,,,,,,,1.7,2.45,1.81,1.37,1.01,4.12,2.96,2.66,0.92,2.38,3.33,,,,,
May,,3.14,1.72,2.18,1.69,0.69,0.5,1.9,2.53,3.22,1.76,1.01,3.61,3.21,2.23,0.54,1.83,4.09,2.04,,,,,,,,,,,,,,,,,4.51,3.49,1.78,0.87,2.01,2.43,3.07,5.94,1.73,0.86,0.42,,,,,
June,,4.42,3.46,1.02,1.99,1.09,2.43,2.85,2.54,2.57,4.14,2.77,2.8,1.61,0.88,2.62,2.51,2.7,1.56,,,,,,,,,,,,,,,,,0.07,2.19,3.98,2.35,1.23,1.87,3.98,0.94,1.76,0.71,2.87,,,,,
July,,2.4,1.87,3.08,2.7,2.95,1.84,0.45,1.35,1.59,2.97,4.04,1.51,2.23,1.92,1.31,0.65,2.74,2.73,,,,,,,,,,,,,,,,,2.05,2.7,2.32,1.33,2.46,5.32,3.94,3.59,2.24,0.82,,,,,,
August,,4.26,2.83,1.28,1.66,3.15,2.1,2.75,2.8,1.01,4.97,1.28,5.17,5.31,4.01,4.23,1.56,2.64,3.7,,,,,,,,,,,,,,,,,2.14,2.12,2.81,3.35,2.41,2.95,5.06,2.11,0.7,2.08,,,,,,
September,,0.94,3.98,2.81,0.67,0.84,3.41,2.9,0.65,2.9,0.79,0.95,2,3.08,2.03,1.93,1.06,0.54,2.02,,,,,,,,,,,,,,,,,2.73,0.84,3.96,0.68,0.72,4.09,1.86,2.07,1.72,2.49,,,,,,
October,,5.08,2.89,2.02,2.3,3.15,2.66,1.34,2.75,3.44,2.9,1.83,2.51,6.09,0.78,1.55,6.35,3.99,0.92,,,,,,,,,,,,,,,,,3.35,2.68,2.08,4.6,3.72,2.45,0.75,3.39,3.64,1.38,2.74,,,,,
November,,2.44,1.16,1.36,2.18,3.5,1.45,1.61,2.22,1.35,2.79,1.37,1.97,2.3,1.39,3.21,2.64,1.86,,,,,,,,,,,,,,,,,,1.52,3.61,3.18,3.55,5.6,2.92,2.92,2.11,1.3,2.26,6.3,,,,,
December,,3.89,1.26,2.41,1.84,2.06,3.53,2.83,2.52,2.31,3.94,6.24,1.78,2,1.79,0.97,2.25,2.92,,,,,,,,,,,,,,,,,,2.22,1.02,2.65,2.08,4.65,2.1,1.19,0.75,0.49,4.01,2.93,,,,,
Total,,32.54,24.08,20.8,20.54,25.74,24.64,27.84,23.39,27.49,33.78,26.87,28.2,36.04,25.4,23.37,27.55,26.88,,,,,,,,,,,,,,,,,,25.84,26.98,30.98,29.08,25.51,36.56,30.53,27.3,22.67,22.1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is the vicarage. Altitudes match. Different observers but no suggestion that gauge differs significantly in location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
