NAIRN DELNIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH856556,Long,-3.914591,Lat,57.575923,Elevation,65,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,2.61,1.57,,,,,,,2.92,1.31,1.3,,,,,2.93,1.04,1,0.72,2.65,1.89,3.35,2.44,2.48,1.74,2.62,3.05,1.8,2.47,1.63,1.92,1.74,2.52,3.43,0.3,2.14,,,,,,,,,,
February,,,,,,0.88,0.6,,,,,,,3.2,2.31,1.68,,,,,0.99,3.19,1.6,2.23,1.44,1.35,3.58,0.67,2.28,0.96,2.1,0.61,2.15,1.41,1.26,2.66,1.13,0.99,2.26,0.42,0.61,,,,,,,,,,
March,,,,,,2.72,1.96,,,,,,,2.62,0.5,3.11,,,,,1.11,1.24,1.53,2.46,2.37,1.73,1.69,2,0.71,1.51,2.01,1.7,1.5,0.59,0.83,1.96,2.08,1.63,1.57,0.33,1.01,,,,,,,,,,
April,,,,,,1.41,1.31,,,,,,,1.47,2.09,1.52,,,,,4.63,1.99,1.65,1.18,0.76,2.2,1.77,2.74,1.42,1.94,1.49,0.56,2.33,1.93,0.5,1.65,1.15,2.1,0.88,1.48,1.2,,,,,,,,,,
May,,,,,,1.3,0.82,,,,,,,1.47,1.61,1.61,,,,,1.64,2.19,1.78,1.17,3.31,1.25,3.78,1.77,2.17,0.31,1.32,2.47,1.94,2.4,2.6,1.85,2.02,2.3,1.85,2.62,1.35,,,,,,,,,,
June,,,,,,3.72,3.25,,,,,,,2.31,1.61,0.75,,,,,1.52,2.89,3.74,2.86,0.95,0.65,5.98,2.65,1.85,1.94,0.64,0.87,1.51,0.87,2.23,0.51,2.22,3.51,2.9,1.76,1.15,,,,,,,,,,
July,,,,,,2.41,3.24,,,,,,,3.33,0.55,1.92,,,,,3.83,2.42,1.67,1.11,3.4,5.74,3.94,1.09,5.51,0.92,2.2,1.76,2.87,2.03,3.43,1.9,1.7,1.76,1.86,2.15,2.46,,,,,,,,,,
August,,,,,,3.12,1.81,,,,,,,2.41,4.04,2.14,,,,,3.14,0.8,4.51,0.76,2.01,1.3,2.13,4.87,2.28,1.98,2.41,1.98,2.79,4.94,4.67,0.98,1.56,3.05,3.17,3.98,5.2,,,,,,,,,,
September,,,,,,1.32,3.61,,,,,,,1.78,1.64,1.41,,,,,0.99,1.41,1.16,2.9,1.28,6.75,0.91,1.94,2.68,2.34,2.92,1.21,1.74,2.53,3.88,3.85,2.5,5.11,2.98,1.79,3.04,,,,,,,,,,
October,,,,,,4.1,3.06,,,,,,,3.78,1.26,2.5,,,,,1.07,2.43,2.25,1.3,1.12,0.91,5.24,4.18,2.09,2.78,0.52,2.27,1.69,3.35,3.48,1.68,3.28,3.93,2.31,3.41,3.72,,,,,,,,,,
November,,,,,,1.22,0.99,,,,,,,2.77,1.56,3.73,,,,,4.12,5.67,2.78,2.12,4.04,2.67,1.97,5,1.81,4.18,1.53,0.87,1.66,2.66,0.88,0.68,2.26,2.56,3.37,1.35,4.96,,,,,,,,,,
December,,,,,,2.83,2.43,,,,,,,1.07,2.29,1.09,,,,,1.57,1.98,3.27,2.95,2.19,3.26,2.41,1.98,2.5,2.43,1.12,3.64,1.26,2.07,2.37,1.85,1.66,1.08,1.83,2.02,1.96,,,,,,,,,,
Total,,,,,,27.64,24.65,,,,,,,29.13,20.77,22.76,,,,,27.54,27.25,26.94,21.76,25.52,29.7,36.75,31.33,27.78,23.03,20.88,20.99,23.24,27.25,27.76,21.49,23.3,30.54,28.41,21.61,28.8,,,,,,,,,,
