DOLGELLY-BRITHDIR-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH762184,Long,-3.8355719,Lat,52.748995,Elevation,465,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,4.72,6.98,10.6,6.9,9.13,9.37,4.74,6.43,10.78,13.93,7.79,9.69,2.9,,5.11,2.8,1.94,1.52,6.11,11.66,9.26,5.35,10,5.04,2.95,3.51,2.23,6.7,6.5,3.8,8.23,5.58,3.58,2.53,6.6,14.48
February,,,,,3.98,4.18,4.06,2.13,6.81,10.77,7.62,7.9,8.35,1.57,6.83,3.45,7.9,,3.6,7.45,6.52,8.51,7.01,8.59,8.58,10.3,1.93,1.95,2.2,6.4,2.8,0.55,3.52,7.75,5.44,0.79,2.73,5.73,6.41,7.02
March,,,,,3.7,3.66,5.86,3.41,7.48,3.09,5.68,4.6,7.13,4.54,3.71,2.62,6.53,,3.38,5.75,3.1,5.52,3.43,2.78,7.44,5.49,7.8,3.27,3.87,3.85,2.2,1.7,3.25,4.1,5.94,7.76,9.6,9.93,2.28,3.75
April,,,,,1.31,3.06,1.15,7.12,4.44,6.45,3.88,5.76,1.57,2.04,3.72,3.43,4.48,5.6,2.62,1.96,2.28,3.29,8.8,2.2,1.9,4.65,3.05,2.59,5.4,7.85,3.4,6,1.82,1.62,1.89,3.91,1.6,5.14,3.87,6.4
May,,,,,1.36,4.91,1.97,3.31,3.54,3.12,4.66,1.17,4.63,2.9,1.97,3.48,1.18,5.91,9.73,2.64,2.4,5.9,3.95,2.07,2.3,4.49,4.37,3.38,2.1,2.87,3.15,4.15,2.25,2.56,5.51,1.43,0.37,2.84,7.54,3.1
June,,,,,3.62,1.9,5.23,0.95,0.65,1.47,2.65,2.01,7.93,3.33,1.83,4.03,2.54,5.25,7.13,8.57,5.93,7.3,8.75,5.84,1.41,2.71,3.32,1.11,4.35,2.62,5.8,4.17,2.85,3.42,3.19,0.58,3.47,3.53,4.24,
July,,,,,1.5,4.3,2.68,7.6,1.39,1.92,2.05,7.47,6.08,5.75,4.24,4.38,3.8,4.98,1.7,7.34,9.1,4.75,9.87,4.6,5.35,3.82,5.52,3.71,8.03,2.4,4.8,3.75,4.1,2.75,3.31,8.9,6.56,2.98,2.15,
August,,,,,2.71,4.98,5.85,0.93,5.87,4.05,3.67,3.53,5.18,7.5,10.11,2.28,6.3,8.66,6.38,10.48,3.43,7.66,7.3,5.25,1.78,4.76,5.66,2.82,6.13,10.92,6.48,10.3,7.55,5.17,3.54,6.75,4.15,8.22,7.43,
September,,,,,5.82,0.75,8.96,3.53,4.23,13.62,4.45,4.35,11.82,4.49,9.78,7.77,7.19,4.58,3.89,6.86,3.75,2.36,5.48,10.2,6.33,9.84,6.21,6.07,3.8,3.1,4.82,6.35,6.52,5.57,1.01,2.26,10.39,7.32,3.59,
October,,,,,3.25,7.08,3.08,9.91,7.49,5.27,16.72,8.82,9.42,9.84,8.98,7.88,6.23,8.55,4.97,4.45,4.24,3.71,7.35,7.75,4.43,9.02,8.14,3.9,3.97,9.9,2.7,14.63,9.76,7.32,9.59,7.93,8.41,3.43,7.26,
November,,,,,6.53,7.49,6.68,1.74,5.52,8.68,8.82,2.3,14.24,4.21,10.18,9.92,5.13,11.05,3.95,0.5,8.83,10.69,11.63,7.45,4.3,8,7.45,5.45,8.61,3.5,16.1,5.6,4.18,6.27,9.78,10.01,2.15,8.33,5.59,
December,,,,,2.73,8.3,5.59,6.11,15.71,9.43,6.78,6.33,13.26,2.69,7.28,5.53,11.35,5.3,3.07,5.51,12.09,6.52,7.64,6.5,8.87,4.68,8.45,5.7,7.89,5.35,1.4,17.8,4.3,8.3,7.61,4.66,12.09,11.97,8.51,
Total,,,,,41.23,57.59,61.71,53.64,72.26,77.24,71.72,60.67,100.39,62.79,76.42,64.46,65.53,,55.53,64.31,63.61,67.73,87.32,74.89,61.95,73.11,71.9,44.99,59.3,62.27,55.88,81.7,56.6,58.63,65.04,60.56,65.1,71.95,65.47,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Werngoch Brithdir where the observer Mr John Hill lived. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a second gauge at this location from 1876 to 1882 and based on the quoted altitudes it looks like the Main gauge continued throughout but it is possible that the two gauges just overlapped in that period and the Second gauge continued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
