PAISLEY (COATS OBSERVATORY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS478642,Long,-4.432531,Lat,55.84692,Elevation,106,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,7.16,,,2.63,2.59,2.42,6.81,4.03,3.82,1.86,6.4,1.12,1.34,1.6,2.55,4.14,2.21,3.12,3.97,9.59,4.85,2.03,5.25,2.7,6.03,6.44,5.6,3.6,3.61,4.85,3.86,2.74,6.48,2.2,5.51,4.15,6.05,8.31,5.13,4.86,5.61,5.49,6.68,6.38,10.82,2.18,6.78,4.29,7.02,5.05,6.2,1.81,4.58,4.34,7.31,4.94,3.07,1.05,6.64,4.62,4.57,3.42,6.66,4.9,6.61,5.01,3.76,5.61,5.4,1.66,5.63,3.23,2.77,6.67,5.85,1.61,3.98
February,,,,,6.15,,,3.47,0.68,2.6,0.83,0.75,2.24,4.72,11.07,0.43,1.45,3.51,3.16,1.01,,1.6,1.53,9.23,2.9,2.97,3.47,3.96,3.47,2.28,5.01,7.72,4.53,3.74,4.6,5.66,5.58,0.99,6.72,0.89,7.29,1.32,5.01,4.8,0.73,4.08,5.07,2.73,5.08,2.34,0.34,3.77,0.01,3.67,0.43,4.52,1.92,5.05,2.53,5.63,1.65,3.66,2,5.82,1.63,6.49,3.26,1.66,5.01,5.15,4.72,3.09,1.39,1.6,4.7,3.44,1.21,3.12,2.78,1.64,4.21
March,,,,,3.18,,,1.93,3.37,1.32,2.97,1.98,0.69,2.02,3.58,2.41,2.32,4.65,1.42,2.27,0.33,2.53,2.63,9.02,1.93,4.26,4.67,5.36,5.33,3.52,2.39,1.61,5.3,5.85,5.37,1.77,1.86,2.31,1.9,4.03,4.55,7.07,1.9,2.28,1,2.51,3.66,3.13,4.02,0.88,3.64,1.21,1.82,2.89,2.93,1.83,2.67,1.6,3.11,3.02,4.56,3.36,2.8,2.6,0.74,3.3,2.57,4.09,4.23,1.39,2.53,3.15,3.01,1.02,2.81,2.02,2.19,4.06,1,2,2.24
April,,,,,1.16,,,2.17,1.83,2.08,1.61,0.91,1.03,1.4,2.67,2.14,0.74,2.74,2.52,3.31,1.47,2.86,0.87,2.32,4.33,2.46,1.7,2.62,1.43,4.31,4.77,3.18,2.01,3.98,2.76,2.74,3.3,1.17,0.81,1.4,1.42,1.02,2.92,3.46,2.59,5.47,3.03,2.31,1.36,1.03,1.16,1.76,3.91,2.07,3.11,3.37,1.19,1.9,0.59,1.98,2.23,1.7,2.38,3.4,2.66,2.42,1.48,6.91,3.09,4.91,3.09,2.87,2.04,1.75,1.65,1.98,1.29,1.93,1.12,3,4.24
May,,,,,3.3,,,0.76,3.61,2.93,3.03,1.85,4.22,3.07,2.61,0.22,0.38,2.78,1.34,3.62,1.36,1.86,2.17,2.95,2.38,1.56,5.06,4.99,2.93,2.57,2.25,2.77,1.4,3.45,1.89,1.4,4.47,2.95,2.14,0.53,4.98,2.53,3.64,1.68,4.81,6.71,2.87,2.56,2.01,3.07,1.84,4.36,2.98,2.66,2.36,0.6,1.88,1.52,3.43,1.01,0.72,3.5,2.92,3.4,3.17,5.21,1.66,4.35,1.57,2.7,1.17,1.9,2.27,2.34,3.48,3.44,2.66,2.66,3.3,0.94,2.62
June,,,,,1.61,,,0.74,2.53,0.58,4.36,1.48,3.51,2.18,2.55,2.26,2.36,6.53,2.1,1.55,2.38,3.06,1.98,2.8,1.36,1,1.4,3.46,3.13,3.07,2.27,3.35,5.14,3.53,0.48,2.57,1.95,3.38,1.12,4.87,2.23,0.49,1.67,1.18,2.05,0.56,1.91,4.08,5.82,2.67,2.62,4.91,1.25,2.26,2.17,4.47,1.53,1.84,5.2,1.78,0.63,0.7,1.73,3,3.61,3.95,2.66,3.22,5.84,0.91,1.63,2.61,2.93,1.54,3.19,1.92,2.72,2.21,3.16,3.2,2.51
July,,,,,4.72,,,2.79,5.21,1.75,3.91,0.97,1.84,3.3,2.84,3.44,2.62,2.02,1,2.7,2.54,2.12,2.64,4.1,1.76,2.54,2.82,2.59,2.68,3.13,4.14,2.47,2.82,1.56,2.82,3.1,2.69,2.21,4.16,1.01,4.03,4.22,2.83,3.95,3.2,1.75,2.97,4.06,2.15,2.83,3.39,3.85,2.37,2.98,2.47,1.56,5.78,3.62,3.92,5.02,3.66,2.8,2.3,2.85,2.92,3.83,3.51,4.23,3.16,2,5.84,2.87,2.08,4.95,2.79,1.27,4.47,3.5,4.89,4.47,3.56
August,,,,,2.38,,,2.95,2.59,4.69,2.56,5.45,7.55,3.82,4.19,3.99,0.96,5.7,4.86,1.12,4.3,3.06,2.76,8.78,4.13,4.15,6.13,5.33,3.54,2.75,8.14,3.35,3.72,1.37,3.83,1.99,3.42,2.86,2.76,2.33,5.85,6,2.57,5.63,3.23,3.3,3.52,6.08,4.47,5.75,4.79,2.15,1.48,2.46,4.14,1.59,2.2,3.52,2.03,2,1.94,4.56,4.58,6.2,3.04,1.83,2.68,0,6.58,4.58,5.08,5.2,3.33,3.5,5.53,0.96,4.97,3.89,4.06,0.57,3.4
September,,,,,3.39,,,3.44,0.95,1.18,3.86,4.78,5.31,3.06,0.3,1.01,2.89,3.16,3.97,4.04,3.94,3.42,3.48,3.93,4.64,2.52,2.25,1.38,5.26,1.62,1.49,1.65,2.62,2.32,1.73,1.22,1.05,2.46,6.67,2.84,2.49,1.85,1.83,7.84,4.84,3.08,3.17,6.81,3.44,1.16,4.02,1.21,3.92,0.86,5.37,6.7,3.83,3.6,3.09,1.52,3.58,1.6,5.1,2.7,4.7,4.69,7.16,5.47,5.84,2.14,8.22,3.22,3.56,4.72,5.16,3.88,4.9,2.76,3.89,1.04,3.1
October,,,,,3.01,,,1.89,1.69,2.85,3.29,4.54,4.03,5.25,3.91,1.73,2.73,2.31,3.22,3.14,6.16,3.64,2.83,9.33,2.19,3.07,7.07,6.6,1.71,6.51,2.15,3.85,4.84,2.41,1.62,2.61,8.28,7.83,6.64,0.68,1.42,5.45,2.59,5.74,3.26,4.12,7.02,6.07,7.68,6.32,6.56,3.17,6.52,2.61,6.35,8.88,4.6,3.52,7.88,2.61,5.84,3.8,5,8,5.53,6.78,0.7,2.54,4.88,6.33,3.91,0.95,5.11,2.87,9.71,2.93,3.22,4.38,3.89,5.54,3.09
