"KEITH STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5664,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,4.01,1.49,1.09,1.62,2.07,4.36,5.75,2.74,4.55,0.98,,
February,3.34,1.02,3.63,1.22,2.34,2.18,3.85,1.53,1.48,1.07,,
March,1.29,3.20,0.77,1.74,0.67,1.27,5.13,1.02,2.93,4.29,,
April,2.41,3.78,2.56,3.28,1.29,1.54,0.63,0.81,2.45,2.20,,
May,2.99,2.89,0.64,1.79,1.38,1.45,1.88,3.26,1.67,1.65,,
June,2.20,0.42,1.78,1.00,1.71,2.40,2.46,4.47,2.40,2.93,,
July,4.69,4.89,2.77,1.63,1.55,5.17,3.33,3.72,6.05,7.97,,
August,3.63,1.26,2.48,3.11,2.56,3.21,2.57,2.54,2.45,3.29,,
September,2.23,5.01,2.08,1.04,2.67,2.50,1.43,3.33,2.68,3.21,,
October,3.30,8.95,6.35,3.60,2.10,3.00,2.24,3.33,4.85,2.84,,
November,2.69,2.62,3.02,1.92,3.25,2.81,2.27,2.99,3.89,8.19,,
December,2.61,1.85,0.72,2.01,3.43,1.67,4.52,1.31,1.99,2.91,,
Total,35.39,37.38,27.89,23.96,25.02,31.56,36.06,31.05,37.39,41.53,,
Calc annual,35.39,37.38,27.89,23.96,25.02,31.56,36.06,31.05,37.39,41.53,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
