KEITH HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ430517,Long,-2.954092,Lat,57.551797,Elevation,364,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,3.22,1.07,1.23,2.09,1.02,1.2,1.53,2.33,,,,,,,,,,,2.25,1.57,1.84,2.28,1.71,1.95,1.32,0.64,1.72,4.08,3.04,2.28,1.02,3.77,1.17,1.57,1.28,2.05,1.95,1.03,2.56,1.56,3.52,2.13,2.09,4.16,1.36,4.41,4.27,5.89,1.82,2.44,2.86,3.64,1.98,1.99,2.49,2.5,3.55,1.65,2.19,4.01,1.49,,,,4.36,5.75,2.74,4.55,0.98,3.12,4.56,1.8,3.2,5.7,0.98,2.75,1.49,2.04,
February,,,1.67,1.57,1.07,1.01,4.69,2.45,0.43,0.8,,,,,,,,,,,1.1,1.19,1.93,1.68,2.91,0.75,0.89,0.56,2.8,1.1,1.49,4.16,0.79,2.45,3.35,2.42,2.41,1.66,2.54,1.71,1.91,2.71,1.84,1.05,1.6,4.33,1.77,0.77,2,1.78,2.13,0.59,3.09,6.48,2.08,5.68,1.85,1.52,1.06,0.86,0.99,3.34,1.02,,,,2.18,3.85,1.53,1.48,1.07,3.76,2.91,2.8,2.75,1.02,3.28,1.2,1.28,1.26,
March,,,2.38,2.11,1.58,1.99,4.01,1.98,1.93,2.68,,,,,,,,,,,2.14,2.13,1.31,0.8,0.71,3.95,2.5,4.13,3.16,2.23,2.44,2.5,3.33,1.07,0.93,4.13,3.03,1.46,3.37,4.14,1.39,1.79,2.53,4.08,3.42,3.36,1.53,2.04,1.88,3.56,3.24,1.83,3.06,1.47,2,3.63,1.73,2.85,1.8,0.65,1.44,1.29,3.2,,,,1.27,5.13,1.02,2.93,4.29,1.44,0.3,1.22,2.52,0.52,1.78,2.65,0.78,3.35,
April,,,2.91,2.62,0.93,1.38,2.21,1.78,0.37,2.8,,,,,,,,,,,1.54,0.87,1.17,1.19,1.03,0.97,2.05,0.77,3.11,3.59,2.17,1.71,2.07,3.08,2.09,2.43,2.01,2.21,4.04,4.38,3.94,2.08,1.59,1.69,0.68,2.46,2.05,3.28,2.26,4.29,3.13,1.38,5.59,2.6,1.1,2.4,2.79,3.45,1.29,2.63,3.3,2.41,3.78,,,,1.54,0.63,0.81,2.45,2.2,2.16,0.72,2.47,1.62,1.96,1.98,2.28,0.34,1.22,
May,,,4.27,3.98,2.35,1.44,1.24,3.06,3.24,4.12,,,,,,,,,,,1.51,3.79,2.92,1.63,6.63,0.79,1.67,1.98,3.41,1.79,1.2,1.63,4.12,2.59,2.69,1.3,5.61,2.98,2.5,3.22,1.27,2.52,4.43,4.61,4.9,1.84,4.34,1.85,1.75,0.35,2.32,2.33,2.01,,4.67,2.54,3.25,3.9,1.91,1.32,1.2,2.99,2.89,,,,1.45,1.88,3.26,1.67,1.65,2.55,1.63,5.08,3.19,4.59,2.67,2.08,1.63,1.98,
June,,,6.34,1.47,1.49,2.2,1.12,3.97,1.24,3.2,,,,,,,,,,,2.61,0.81,2.51,2.08,1.54,5.25,3,4.99,1.5,2.04,2.47,3.79,2.66,1.89,1.64,0.47,1.61,6.56,1.61,1.81,2.19,3.68,2.75,2.11,1.69,1.02,6.99,3.1,2.93,4.58,1.01,2.04,2.19,2.82,2.83,1.33,3.54,4.82,3.53,3.02,2.06,2.2,0.42,,,,2.4,2.46,4.47,2.4,2.93,0.74,2.39,1.44,3.55,3.43,2.29,3.89,6.28,1.78,
July,,,1.4,3.05,1.22,5.09,2.35,3.57,2.04,3.41,,,,,,,,,,,3.94,7.07,3.55,3.94,7.62,3.56,3.03,1.82,2.3,2.82,5.63,2.51,5.36,6.34,0.86,1.74,2.7,3.39,4.39,3,4.46,3.62,1.9,1.05,4.89,6.27,2.47,1.82,4.79,0.93,2.36,2.74,4.31,3.14,4.12,3.84,1.5,1.31,1.98,2.38,4.78,4.69,4.89,,,,5.17,3.33,3.72,6.05,7.97,3.58,3.64,2.49,2.32,3.08,5.05,2.26,2.78,1.22,
August,,,3.96,3.02,6.58,3.02,2.19,5.94,6.07,5.11,,,,,,,,,,,4.78,5.34,3.97,4.27,5.14,3.1,3.61,3.45,3.65,2.07,3.97,3.49,3.03,4.72,5.14,3.76,3.66,3.2,2.29,3.15,4.87,1.02,6.98,1.38,2.5,3.1,2.41,3.3,3.06,3.1,3.76,3.4,2.75,6.56,5.01,1.76,2.32,3.08,2.17,2.95,4.72,3.63,1.26,,,,3.21,2.57,2.54,2.45,3.29,7.43,2.21,5.49,1.47,7.56,4.78,0,6.01,6.69,
September,,,6.31,5.72,2.79,4.73,7.92,2.85,2.67,1.14,,,,,,,,,,,2.17,2.1,2.37,6.96,2.17,1.98,4.75,3.46,2.86,4.27,2.23,1.01,2.29,2.74,2.58,3.07,1.67,1.05,6.97,2.97,1.55,1.22,2.1,2.96,2.64,5.94,1.81,1.6,6,4.33,4.07,1.48,2.91,3.34,5.97,5.57,2.93,8.98,4.02,1.64,5.84,2.23,5.01,,,,2.5,1.43,3.33,2.68,3.21,1.29,3.96,3.8,4.94,2.95,4.61,3.48,2.35,1.72,
October,,,6.67,3.33,3.03,3.14,2.83,2.32,5.37,1.45,,,,,,,,,,,5.04,1.44,10.17,3.03,3.57,7.9,7,1.59,3.38,1.38,4.79,3.39,3.12,4.98,2.15,7.59,4.76,5.78,0.74,3.75,3.77,2.66,3.54,1.4,2.41,3.4,4.74,6.28,3.11,5.25,2.94,2.45,2.61,3.61,4.32,3.2,6.04,4.81,3.16,4.29,5.2,3.3,8.95,,,,3,2.24,3.33,4.85,2.84,5.46,7.34,2.46,4.73,4.05,0.4,2.44,3.38,2.4,
