"DALRY MUNNOCH RESERVOIR",,,,,,,,,,,,
Grid ref,NS253481,Long,-4.781143,Lat,55.694808,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.70,3.00,3.50,8.50,5.25,4.10,5.10,3.40,5.70,5.05,,
February,4.50,2.50,2.50,6.40,5.20,4.00,4.10,3.90,3.70,2.50,,
March,0.50,2.10,3.80,7.25,2.40,5.80,2.40,6.40,4.05,2.40,,
April,3.00,4.25,2.50,2.30,5.55,3.55,1.30,2.90,1.90,4.70,,
May,4.30,2.50,3.30,3.50,3.30,2.50,6.80,5.20,3.50,2.80,,
June,3.40,3.70,1.75,3.05,2.50,1.40,1.50,6.10,3.00,3.10,,
July,5.10,1.75,5.20,4.40,4.25,3.95,3.40,3.90,4.60,6.55,,
August,6.80,7.30,3.50,7.20,6.00,4.60,6.50,6.20,2.90,3.10,,
September,4.00,5.20,5.50,4.35,4.45,3.45,3.05,2.10,9.10,2.50,,
October,9.75,6.80,3.30,8.41,4.10,5.00,7.35,7.90,2.50,9.50,,
November,5.80,4.80,4.30,4.55,4.30,5.45,4.90,5.70,3.50,2.70,,
December,8.10,6.10,6.00,5.10,3.90,5.50,4.70,7.40,4.80,6.10,,
Total,62.95,50.00,45.15,65.01,51.20,49.30,51.10,61.10,49.25,51.00,,
Calc annual,62.95,50.00,45.15,65.01,51.20,49.30,51.10,61.10,49.25,51.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
