"DALRY (MUNNOCK RES)",,,,,,,,,,,,
Grid ref,NS253481,Long,-4.781143,Lat,55.694808,,,,,,,
Station no,5245,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.56,5.92,3.11,5.89,3.24,4.12,5.58,5.24,1.94,3.83,,
February,3.15,2.38,2.27,5.33,3.22,1.63,2.90,3.87,2.10,4.03,,
March,4.02,3.64,1.24,3.25,1.69,2.94,5.98,1.39,2.85,2.37,,
April,2.44,2.20,2.21,1.95,4.12,1.54,2.80,1.99,3.40,4.67,,
May,2.58,2.01,2.89,2.96,4.55,2.47,2.92,3.55,1.83,3.04,,
June,2.50,3.31,1.70,4.63,4.27,3.17,2.82,3.03,4.09,3.49,,
July,3.33,3.41,5.05,4.73,1.47,7.08,6.27,5.91,5.89,5.68,,
August,4.77,5.40,4.06,7.70,1.68,6.62,4.78,5.55,0.99,4.95,,
September,4.28,3.54,6.05,6.68,5.32,5.75,3.96,4.34,1.89,4.34,,
October,1.59,6.06,4.07,10.71,3.29,3.68,6.63,4.47,7.16,3.28,,
November,6.54,3.20,7.70,6.96,3.01,2.39,2.28,2.62,4.82,6.52,,
December,7.88,5.99,5.32,6.48,8.08,6.45,5.28,6.34,8.13,6.21,,
Total,48.64,47.06,45.67,67.27,43.94,47.84,52.20,48.30,45.09,52.41,,
Calc annual,48.64,47.06,45.67,67.27,43.94,47.84,52.20,48.30,45.09,52.41,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
