DALRY MUNNOCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS253481,Long,-4.781143,Lat,55.694808,Elevation,325,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,
January,,0.45,4.2,6.75,5.3,2.9,3.2,3.35,2.55,3.5,4.8,2.3,2.9,2.2,5.6,1.7,3.85,1.9,3.2,6.7,7.7,3,3.5,8.5,5.25,4.1,5.1,3.4,5.7,5.05,7.75,4.15,3.11,4.03,3.95,4.65,5.78,3.27,5.29,5.29,5.44,7.45,3.98,6.06,6.04,5.61,6.59,6.7,10.31,2.57,5.78,4.84,7.68,4.23,4.57,3.26,5.01,5.42,6.58,5.3,4.79,1.02,8.8,5.62,4.83,3.77,5.81,6.14,7.85,6.19,3.79,5.56,5.92,3.11,5.89,3.24,4.12,5.58,5.24,1.94,3.83,,,,,,,,,,,,,,,,,,,
February,,4.75,4.7,3.13,3.1,4.1,1.28,2.35,0.95,2.2,0.75,0.5,2.1,4.5,9.5,0.7,2.9,4.35,5.38,2.9,4.5,2.5,2.5,6.4,5.2,4,4.1,3.9,3.7,2.5,12.12,6.75,4.03,3.77,4.84,4.18,5.78,1.17,6.31,1.13,6.01,1.69,6.3,5.45,1.51,4.21,6.65,3.52,3.82,3.23,0.24,4.49,0.11,3.37,0.64,5.96,2.7,6.71,2.15,6.09,2.1,3.05,2.16,5.86,1.87,6.74,3.36,0.38,4.6,5.1,4.4,3.15,2.38,2.27,5.33,3.22,1.63,2.9,3.87,2.1,4.03,,,,,,,,,,,,,,,,,,,
March,,4.5,4.55,1.45,2.45,2.5,1.55,2.6,2.93,2.1,2.5,2.45,1,1.9,4.12,3.9,6.5,5.5,3.4,4.8,0.5,2.1,3.8,7.25,2.4,5.8,2.4,6.4,4.05,2.4,4.87,1.8,6.26,4.64,5.98,2.41,1.39,2.2,2.03,3.9,4.53,6.17,2.56,2.51,0.93,2.64,2.31,4.63,5.03,1.64,3.43,1.38,3.29,1.99,2.58,2.17,3.05,1.53,3.56,4.57,5.04,2.81,3.8,2.21,0.94,3.33,2.79,4.55,4.17,3.42,3.31,4.02,3.64,1.24,3.25,1.69,2.94,5.98,1.39,2.85,2.37,,,,,,,,,,,,,,,,,,,
April,,1.1,3.6,2.15,1.1,2.87,1.35,2.7,1.75,2.75,1.3,0.6,1.15,3.25,2.25,3.25,3.5,2.7,4.2,5.15,3,4.25,2.5,2.3,5.55,3.55,1.3,2.9,1.9,4.7,3.3,3.3,2.38,3.93,2.92,3.26,4.46,1.83,0.58,3,2.41,1.3,3.41,4.58,3.5,5.11,2.18,3.25,1.94,1.77,2.67,2.24,4.37,2.55,3.31,4.28,1.65,2.63,0.51,2.8,3.24,2.28,2.23,4.26,3.38,2.7,2.55,5.33,3.42,5.77,3.83,2.44,2.2,2.21,1.95,4.12,1.54,2.8,1.99,3.4,4.67,,,,,,,,,,,,,,,,,,,
May,,3.15,2,2.3,3.6,2.7,2.65,2.15,4.1,3.8,3.6,2.35,6.5,2.75,3.7,0.5,1,2.5,3.65,4.9,4.3,2.5,3.3,3.5,3.3,2.5,6.8,5.2,3.5,2.8,2.15,2.6,1.98,3.91,2.61,1.26,4.39,4.43,3.2,1.18,5.93,3.62,4.91,1.58,5.31,7.67,3.5,3.03,1.98,3.9,2.3,4.55,3.62,3.35,3.21,1.2,1.86,1.86,4.15,1.24,1.51,4.04,3.08,4.49,3.93,4.82,1.12,5.72,2.52,2.22,1.91,2.58,2.01,2.89,2.96,4.55,2.47,2.92,3.55,1.83,3.04,,,,,,,,,,,,,,,,,,,
June,,3.85,4.1,2.8,0.83,1.12,1.5,1.44,2.95,1.2,3.6,1.3,3.9,1.7,3.7,2.6,6.1,10.55,4,2.25,3.4,3.7,1.75,3.05,2.5,1.4,1.5,6.1,3,3.1,2.3,2.55,5.48,3.63,1.56,2.25,2.78,4.31,1.79,5.73,2.49,1.24,2.77,1.78,3.53,0.86,3.3,5.91,5.37,4.28,3.09,6.18,2.24,3.17,3.58,5.15,2.28,4.85,5.73,2.79,1.38,1.49,2.52,4.38,3.95,4.46,2.92,4.5,6.36,1.5,3.1,2.5,3.31,1.7,4.63,4.27,3.17,2.82,3.03,4.09,3.49,,,,,,,,,,,,,,,,,,,
July,,3.45,4.75,3.25,5.12,2,1.15,3.75,5.2,3.3,4.55,1.3,2,3.75,3.65,6.6,7.5,3.44,2,5.2,5.1,1.75,5.2,4.4,4.25,3.95,3.4,3.9,4.6,6.55,4.05,3.2,3,1.88,2.68,3.88,2.56,1.54,4.5,1.54,5.06,5.56,3.35,5.17,4.39,2.16,3.67,4.7,3.16,4.62,4.1,4.93,4.8,5,3.18,2.91,6.7,6.2,5.71,6.92,3.49,4.67,4.92,2.21,5.25,3.84,4.58,3.59,4.14,1.75,6.7,3.33,3.41,5.05,4.73,1.47,7.08,6.27,5.91,5.89,5.68,,,,,,,,,,,,,,,,,,,
August,,3.65,3.9,4.75,3.75,3.4,2.78,3.8,2.35,5.2,3.5,2.45,11.42,4.5,5.25,1.45,3.3,7.1,7.9,2.45,6.8,7.3,3.5,7.2,6,4.6,6.5,6.2,2.9,3.1,10.55,2.55,4.31,1.63,5.38,2.3,4.85,4.4,3.18,3.72,6.73,6.59,3.43,7.3,4.65,4.64,4.98,5.45,4.74,6.89,6.78,2.16,3.16,4.88,5.27,2.41,4.64,4,3.85,2.4,2.47,4.48,6.85,8.2,3.27,2.31,2.99,0.09,6.74,6.18,6.26,4.77,5.4,4.06,7.7,1.68,6.62,4.78,5.55,0.99,4.95,,,,,,,,,,,,,,,,,,,
September,,2.17,4.12,2.4,3.52,6.62,5.25,5.25,2.25,2.05,4.1,7,6.4,3.55,0.2,4.4,6,4.5,6.3,4.65,4,5.2,5.5,4.35,4.45,3.45,3.05,2.1,9.1,2.5,2.1,2.95,4.16,2.86,3.05,1.6,2.17,3.62,6.95,3.84,3.66,2.62,4.05,8.53,5.81,3.75,4.03,6.37,4.34,1.96,4.51,1.99,6.11,1.19,7.54,6.19,4.84,2.94,5.25,4.1,5.59,2.62,7.37,3.49,6.97,4.95,8.06,5.3,7.86,3.31,10.69,4.28,3.54,6.05,6.68,5.32,5.75,3.96,4.34,1.89,4.34,,,,,,,,,,,,,,,,,,,
October,,2.25,5.6,4.1,4.1,3.59,4.35,1.3,1.3,4.05,2.9,5.75,4.45,6.95,6,6.8,4.7,4,4.2,4.8,9.75,6.8,3.3,8.41,4.1,5,7.35,7.9,2.5,9.5,2.7,4.2,6.37,3.05,2.61,4.27,6.43,9.63,7.31,1.57,2.94,5.33,3.16,7.29,3.92,5.2,7.35,6.71,8.93,6.57,8.29,4.27,7.46,3.91,9.13,11.09,6.24,3.35,10.83,2.98,6.16,5.6,6.3,8.16,6.87,8.08,0.8,3.02,8.87,6.7,4.25,1.59,6.06,4.07,10.71,3.29,3.68,6.63,4.47,7.16,3.28,,,,,,,,,,,,,,,,,,,
