OXFORD-OSNEY-LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP503059,Long,-1.272781,Lat,51.749545,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.1,1.28,1.49,2.61,2.86,2.23,2.43,2.2,1.64,3.19,1.55,3.55,2.35,3.76,1.05,2.9,1.28,1.41,1.62,1.7,0.56,3,3.2,2.53,4.17,2.6,2.35,2.95,3.61,1.39,1.53,1.32,1.18,4.7,0.8,0.43,2.85,1.45,0.9,1.16,2.08,3.77,1.38,3.21,3.42,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,3.04,3.68,1.32,1.08,2.07,0.78,0.53,2.13,3.45,0.24,3.36,2.02,3.73,1.94,0.44,0.58,1.72,0.17,3.15,0.28,1.9,1.52,4.62,0.78,0.95,1.89,2.45,0.7,0.8,0.82,1.72,1.94,1.08,0.73,0.89,3.66,3.24,0.55,1.3,2.05,1.3,0.33,2.67,2.29,0.14,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.13,5.19,1.62,0.66,3.99,1.77,0.86,1.78,2.63,0.9,0.46,0.62,2.2,1.86,0.07,1.3,0.12,1.99,2.22,1.64,0.47,1.88,2.7,0.36,1.62,2.38,2.41,2.22,0.8,0.24,0.75,0.89,4.48,0.55,1.56,0.67,3.39,2.14,0.56,2.28,1.23,0.53,1.55,1.16,3.11,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,0.74,0.91,1.5,3.53,2.26,3.01,0.78,2.71,2.2,2.64,2.07,2.7,1.68,1.18,1.32,2.37,3.08,2.18,0.99,2.17,3.4,1.74,2.57,0.09,3.01,1.84,0.93,0.83,0.94,1.29,1.15,1.29,1.6,1.62,1.21,2.08,2.43,1.53,1.78,0.31,0.55,1.66,0.41,1.06,1.93,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.41,1.89,1.94,1.78,0.38,1.62,1.45,1.3,1.44,4.28,2.83,3.14,0.8,0.73,1.25,2.19,2.85,5.35,1.67,0.67,1.67,0.44,2.62,1.95,1.22,1.57,1.56,2.88,2.23,0.76,2.12,2.83,1.82,4.34,2.01,2.1,2.13,1.9,1.72,1.8,4.19,0.27,1.55,1.88,0.79,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.66,1.62,2.47,1.19,0.94,3.36,0.29,1.23,0.35,2.34,0.06,2.42,3.04,1.81,1.07,0.69,3.49,0.61,1.46,1.53,4.32,3.7,1.58,0.79,2.04,0.61,2.29,0.17,1.63,2.05,2.71,2.5,1.08,1.95,0.4,1.42,1.21,1.31,1.55,3.43,3.47,2.22,1.88,3.12,0.75,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,4.17,1.88,3.57,3.81,2.23,4.62,0.24,3.35,1.36,3.87,3.74,2.54,4.2,2.01,1.2,3.03,3.38,2.56,1.64,0.83,0.58,3.42,1.33,1.13,4,2.47,5.49,1.8,0.93,2.1,1.97,0.98,1.44,0.72,1.27,5.41,1.24,0.29,2.89,2.02,0.18,2.45,2.89,2.09,2.47,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.52,4.42,4.08,1,2.98,1.11,1.62,5.05,3.26,2.16,2.4,1.05,4.15,1.4,0.99,2.02,4.59,2.84,0.87,1.63,1.75,0.45,0.39,4.25,1.66,0.06,3.08,3.48,2.03,1.71,1.67,3.56,0.63,3.51,1.23,2.89,3.26,4.73,2.44,3.01,0.35,3.85,4.38,2.67,2.09,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.78,0.79,1.77,4.66,1.36,1.71,1.66,1.37,1.8,4.1,3.31,1.36,5.42,0.65,0.1,3.63,2.57,2.59,2.37,2.24,4.51,3.03,1.75,1.87,0.48,0.84,0.31,1.08,1.63,2.52,1.89,3.06,1.03,2.2,2.13,2.98,3.72,1.43,1.77,2.5,1.22,2.37,3.79,2.95,0.21,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.44,3.46,4.4,1.4,1.63,2.15,1.37,0.6,3.94,3.79,2.59,2.26,1.96,3.29,3.18,1.24,0.71,4.55,1.42,1.31,3.97,1.28,2.67,2.73,5.3,2.54,1.09,3.42,2.56,3.33,2.49,0.85,0.3,2.33,6.14,0.46,0.95,3.52,2.14,1.86,1.44,1.73,1.93,2.83,1.81,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,1.96,3.06,0.66,1.8,1.13,0.91,1.97,1.21,1.3,1.79,1.76,4.4,2.73,2.9,6.24,4.4,3.51,1.3,1.17,1.63,3.95,2.65,1.25,2.94,4.17,6.56,2.65,2.05,1.4,3.44,0.22,4.07,1.19,1.32,2.27,4.16,4.87,3.55,1.52,3.96,1.08,0.74,1.86,3.05,1.59,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,4.55,2.84,1.02,2.04,3.97,2.1,1.36,2.56,2.33,4.34,1.95,0.42,3.56,2.27,4.99,2.9,0.95,0.75,0.37,5.39,2.98,1.72,2.02,2.51,1.3,1.22,1.16,3.28,0.9,1.38,3.16,1.82,1.61,2.37,1.1,1.04,1.41,2.31,0.63,1.85,2.88,2.96,2.23,3.05,4.68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,30.5,31.02,25.84,25.56,25.8,25.37,14.56,25.49,25.7,33.64,26.08,26.48,35.82,23.8,21.9,27.25,28.25,26.3,18.95,21.02,30.06,24.83,26.7,21.93,29.92,24.58,25.77,24.86,19.46,21.03,21.38,25.11,17.44,26.34,21.01,27.3,30.7,24.71,19.2,26.23,19.97,22.88,26.52,29.36,22.99,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
