SHENLEY-KITWELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ187995,Long,-0.2831,Lat,51.6824,Elevation,420,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,1.1,1.45,0.67,1.91,1.36,3.82,3.3,0.72,3.74,1.72,1.52,2.89,4,2.58,2.55,3.41,1.74,2.93,2.34,3.75,2.11,4.29,1.45,2.77,1.78,1.24,2.14,1.86,1.07,4.47,4.21,3.33,6.02,2.33,2.35,2.7,4.89,,,,,,,
February,,,,,,,,1.37,1.46,0.5,3.61,1.69,1.97,0.79,3.23,4.41,3.91,0.86,1.19,3.26,0.55,0.22,2.26,3.98,0.58,3.62,2.62,3.98,2.22,0.81,1.2,2.03,0.16,1.88,0.37,2.87,2.08,4.31,0.66,0.76,1.85,2.31,0.79,1.41,,,,,,,
March,,,,,,,,0.99,3.55,3.01,1.15,1.94,3.84,2.62,4.92,1.18,4.8,1.73,0.81,3.76,1.63,1.61,1.98,2.63,1,0.66,0.34,2.58,2.22,0.02,1.42,0.17,2.05,3,2.28,0.61,1.43,2.85,0.42,1.86,3.06,2.98,1.75,0.51,,,,,,,
April,,,,,,,,3.16,3,1.91,1.57,1.56,0.05,3.13,0.94,1.03,1.34,2.17,4.24,1.98,4.27,1.43,3.09,1.5,3.83,1.61,3.16,2.2,1.04,1.35,2.28,3.49,2.6,1.38,1.94,3.42,1.14,3.03,0.15,2.22,1.69,1.86,1.47,1.26,,,,,,,
May,,,,,,,,2.15,1.57,1.4,2.52,1.83,1.39,1.74,1.99,2.46,1.85,2.39,1.97,0.44,1.24,1.44,1.04,1.97,4.22,2.37,2.49,1.35,1.55,2.11,2.59,2.81,4.38,1.96,0.77,1.94,0.57,3.11,1.78,3.02,1.72,2.04,3.17,2.37,,,,,,,
June,,,,,,,,2.16,1.6,3.27,4.16,2.38,2.47,0.51,1.54,1.46,2.32,2.24,1.04,1.41,1.84,0.13,1.23,0.44,2.83,0.06,3.48,3.35,2.89,1.04,0.82,1.61,1.37,1.77,0.99,3.63,5.13,2.47,0.51,1.54,0.79,1.25,0.42,1.41,,,,,,,
July,,,,,,,,2.02,3.14,2.91,2.25,0.75,3.66,2.64,1.67,5.98,1.96,5.06,3.46,2.51,4.78,0.38,3.62,3.09,4.39,3.95,2.45,2.09,2.21,1.97,2.41,2.92,2.22,1.17,1.25,0.98,3.79,1.32,1.16,2.56,2.9,3.44,2.21,2.07,,,,,,,
August,,,,,,,,2.15,3.06,3.1,2.67,0.73,5.49,0.83,1.3,2.31,4.26,4.74,1.07,2.82,1.46,1.45,2.43,1.98,2.04,3.2,1.32,3.74,2.29,1.09,4.11,4.39,2.13,0.62,2.61,1.7,0.4,1.21,2.28,4.18,0.02,4.76,2.12,1.86,,,,,,,
September,,,,,,,,0.51,1.75,1.96,0.52,1.36,2.76,1.19,1.2,2.05,1.29,1.65,5.11,1.95,2.63,2.46,2.26,1.94,3.35,3.41,1.7,5.64,1.2,0.81,3.17,2.69,2.32,2.44,2.17,4.41,3.13,2.29,1.76,1.76,0.94,0.63,1.32,1.97,,,,,,,
October,,,,,,,,4.82,2.11,4.68,2.38,3.06,2.5,2.69,1.77,2.48,3.27,4.15,1.64,0.89,1.24,0.85,0.8,5.83,3.81,3.43,2.85,3.14,4.44,4.18,1.28,0.85,5.11,1.57,1.62,2.84,1.99,2.61,3.47,5.49,3.64,0.87,3.86,2.89,,,,,,,
November,,,,,,,,2.51,0.85,0.94,3.68,3.37,2.62,2.72,2.85,2.35,4.28,1.74,2.38,2.36,1.44,1.98,1.78,1.57,2.9,1.85,5.85,3.15,2.81,7.12,4.41,3.25,2,1.36,2.13,4.81,3.67,1.56,3.71,4.97,6.88,2.72,1.88,1.49,,,,,,,
December,,,,,,,,3.87,2.29,2.86,4.79,5.85,3.12,0.98,7.81,5.87,3.17,1.16,2.83,4.76,2.84,1.34,3.26,3.05,4.06,2.53,0.42,2.98,2.76,5.85,2.71,1.02,0.7,0.45,5.74,3,1.69,3.96,3.44,1.68,1.08,1.81,2.71,1.37,,,,,,,
Total,,,,,,,,26.81,25.83,27.21,31.21,25.88,33.69,23.14,29.94,35.32,34.17,29.41,28.63,30.14,26.5,15.84,27.16,29.72,35.94,29.03,30.43,36.31,29.92,27.8,29.17,27.01,26.28,19.74,23.73,31.28,29.49,32.93,22.67,36.06,26.9,27.02,24.4,23.5,,,,,,,
