BRILL (C. E. SCHOOL),,,,,,,,,,,,
Grid ref,SP657138,Long,-1.048241,Lat,51.818974,,,,,,,
Station no,990/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,2.00,3.36,3.48,2.69,,
February,,,,,,,3.36,2.59,0.04,2.00,,
March,,,,,,,1.74,1.43,2.81,1.07,,
April,,,,,,,0.25,0.83,2.64,0.49,,
May,,,,,,,1.79,1.81,0.71,1.89,,
June,,,,,,,2.74,2.80,1.35,1.53,,
July,,,,,,,,2.75,1.99,4.44,,
August,,,,,,,,6.13,1.82,1.97,,
September,,,,,,,3.26,4.57,0.18,4.42,,
October,,,,,,,2.51,2.66,1.91,5.09,,
November,,,,,,,1.67,2.48,1.71,4.22,,
December,,,,,,,2.42,2.82,4.67,3.94,,
Total,,,,,,,,34.23,23.31,33.75,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,21.74,34.23,23.31,33.75,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
