"NORWICH, HEIGHAM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG212086,Long,1.267131,Lat,52.630053,Elevation,93,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,2.33,2.67,1.75,1.36,0.86,2.57,1.84,0.92,2.23,1.7,3.63,1.02,2.15,0.93,1.89,3.06,0.67,1.3,1.6,1.4,0.98,3.73,1.25,0.85,0.78,2.74,2.09,2.64,2.92,2.06,3,1.71,2.07,2.58,2.66,2.25,2.02,5.33,1.67,2.23,1.06,2.64,2.2,3.51,1.9,1.85,2.34,0.79,0.74,1.37,2.94,2.63,3.7,2.21,5.65,1.81,2.26,3.32,3.8,2.15,2.49,1.58,1.89,3.7,1.01,1.31,3.05,2.86,1.46,1.61,1.85,3.1,1.82,2.43,3.2,3.94
February,,,,,,2.37,0.23,0.62,2,1.57,0.74,0.02,2.05,2.42,1.16,0.53,0.43,2.2,1.14,1.33,3.23,1.56,0.69,0.36,2.83,1.54,2.64,1.46,1.99,0.61,2.02,1.75,1.42,0.76,1.6,3.3,4.54,1.18,1.09,3.22,0.69,0.37,2.66,3.47,1.92,1.91,1.93,2.1,1.5,0.75,0.95,2.27,0.77,2.11,0.85,1.85,2.39,2.54,1.22,0.88,1.42,2.36,1.16,0.62,1.59,1.76,3.76,2.51,1.06,1,3.31,3.12,1.07,1.6,2.21,2.21,2.11,2.34,3.71,0.18,1.77
March,,,,,,1.31,1.35,1.91,2.63,1.03,2.74,1.74,1.15,0.41,0.93,1.91,3.45,2.14,2.1,1.55,1.05,2.13,1.05,1.7,1.79,1.84,1.79,1.2,2.17,3.02,0.82,2.77,2.25,2.08,3.46,2,3.58,3.09,0.73,1.85,1.16,1.09,2.15,1.49,0.7,1.73,0.38,2.12,1.5,0.05,1.35,0.6,1.92,1.9,1.14,0.56,0.4,2.77,0.35,2.15,2.89,2.92,1.81,0.8,0.78,1.92,0.89,4.56,0.67,1.41,0.36,3.56,2.61,0.59,2.42,1.87,0.84,2.02,1.36,1.35,0.99
April,,,,,,1.31,1.47,1.19,1.6,2.03,0.97,0.99,1.82,0.07,2.25,1.17,1.17,1.69,1.07,2.7,2.03,2.31,1.29,2.51,0.75,2.08,0.66,3.53,2.57,1.33,2.36,1.4,0.4,2.33,0.74,0.7,1.75,2.1,3.17,1.68,3.37,1.64,2.43,0.97,1.89,2.29,2.74,1.57,1.36,1.21,2.11,3.39,3.12,1.26,2.24,2.28,1.44,2.23,0.52,3.13,1.48,0.78,0.72,0.93,1.88,2.59,0.56,2.01,0.88,1.81,1.8,3.44,1.62,2.22,0.55,0.43,0.93,0.21,1.06,1.59,1.19
May,,,,,,2.99,2.54,2.17,0.95,3.37,1.61,3.45,1.71,0.96,2.63,0.87,0.66,0.91,2.99,1.57,1.77,0.88,4.18,1.75,1.69,1.21,2.88,2.53,1.6,1.24,3.61,1.37,0.92,1.13,0.94,2.18,2.41,0.69,0.71,0.68,1.63,1.11,0.56,1.32,3.75,2.15,1.49,0.71,1.87,1.04,3.01,3.37,3.65,1.69,2.22,1.41,0.64,3.16,1.89,0.72,0.8,1.91,2.24,1.98,1.09,2.15,1.53,0.51,2.69,1.52,1.71,1.72,1.36,1.25,2.06,2.05,0.8,1.19,3.28,0.38,0.36
June,,,,,,0.95,0.52,0.41,1,1.11,2.82,0.87,3.41,1.47,2.42,0.58,2.32,2.38,3.23,0.94,3.13,1.52,2.28,2.74,0.67,3.41,2.09,2.4,1.23,2.93,1.68,3.03,2.19,0.7,1.58,0.95,3.08,1.63,1.11,1.29,1.93,0.55,1.45,0.8,1.53,0.55,2.54,4.89,2.34,0.94,1.01,2.31,0.48,1.94,2.06,2.85,3.94,1.08,1,2.11,0.31,0.64,1.22,1.44,1.71,1.79,2.84,1.34,2.16,0.97,2.46,0.97,1.39,2.18,2.22,2.58,2.33,2.23,2.57,1.13,1.2
July,,,,,,1.02,3.98,1.19,3.95,3.56,3.33,5.19,2.69,4.54,3.7,3.67,1.09,0.93,1.5,2.23,2.01,1.18,2.22,5.06,2.98,0.7,1.05,1.57,3.38,3.02,3.77,0.7,3.74,2.45,2.81,3.68,1.03,2.3,3.34,2.53,3.28,0.55,7.51,2.97,2.3,1.8,1.6,2.37,2.02,4.06,3.98,3.34,3.39,1.29,1.12,1.03,3.92,1.52,3.17,1.2,3.89,1.18,3.34,1.41,1.73,0.88,5.8,1.53,1.98,2.33,4.89,2.22,2.04,2.7,2.71,0.28,2.85,2.58,2.83,1.6,3.43
August,,,,,,0.6,1.82,2.27,2.2,2.5,1.87,3.05,2.26,2.11,2.33,4.65,1.76,2.15,1.5,0.57,4.65,1.18,3.24,3.12,3.07,2.4,2.1,1.08,2.31,1.83,1.14,0.74,11.36,1.53,0.82,2.52,2.87,4.64,1.54,1.82,2,1.48,1.46,2.36,2.49,2.4,2.42,3.47,1.67,1.27,2.46,3.22,1.88,0.5,1.61,1.08,1.7,1.02,1.06,2.92,1.32,3.96,0.83,1.52,1.1,3.95,3.7,0.04,3.29,1.69,2.56,3.13,2.13,2.67,5.29,0.88,5.99,2.33,2.43,1.34,3.44
September,,,,,,4.59,1.75,2.56,1.84,3.2,0.98,0.98,2.03,1.37,1.85,0.45,3.56,3.42,0.17,3.17,0.56,0.98,1.15,3.04,2.09,2.28,1.12,0.43,2.23,1.59,1.4,2.13,2.65,2.62,1.12,1.46,1.73,2.3,4.4,0.73,2.47,1.29,2.75,1.73,5.06,3.12,0.95,6.62,1.15,0.65,5.25,2.27,2.52,2.21,1.56,3.25,2.41,1.7,2.59,1.88,1,0.42,1.56,2.31,3.51,2.42,2.55,0.83,1.59,1.15,3.37,2.09,2.68,1.78,1.77,1.94,1.43,3.51,1.92,0.05,3.56
October,,,,,,6.64,2.94,2.81,2.13,2.73,1.87,3.81,7.82,1.51,2.59,3.84,3.15,0.85,2.15,2.7,2.25,2.04,1.47,4.65,1.42,3.61,2.99,3.11,1.23,4.01,1.59,2.57,1.77,3.36,2.37,2.01,2.53,3.42,2.49,3.38,0.75,1.51,1.46,3.49,4.57,1.49,2.75,2.71,2.68,3.15,0.91,1.04,4.17,2.62,1.71,2.79,2.08,1.55,2.9,6.68,2.17,3.44,3.67,1.61,3.6,3.05,1.06,0.41,1.6,3.16,1.01,0.76,2.51,2.26,2.17,4.66,2.27,1.44,1.89,1.74,4.35
