CROSBY (MERCHANT TAYLORS SCHOOL),,,,,,,,,,,,
Grid ref,SJ321991,Long,-3.024705,Lat,53.484217,,,,,,,
Station no,2806/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.05,,1.05,2.20,2.18,3.18,1.75,2.37,2.87,4.59,,
February,2.30,,1.27,3.26,1.91,0.56,1.75,3.63,0.20,1.79,,
March,4.30,,1.06,1.84,1.69,1.29,2.00,1.28,1.14,1.62,,
April,1.29,,2.22,0.65,1.65,2.84,0.36,0.72,2.48,1.27,,
May,2.73,2.04,1.88,2.41,2.71,1.06,1.43,2.94,1.78,2.37,,
June,0.71,1.83,1.51,2.81,2.58,1.38,1.74,4.07,3.33,0.95,,
July,1.23,0.81,1.99,4.09,0.82,4.24,3.88,3.46,3.46,3.52,,
August,3.92,2.06,3.21,3.53,1.77,11.11,3.77,3.38,0.72,3.39,,
September,2.59,3.31,3.67,3.07,2.43,2.45,5.59,3.84,0.35,3.40,,
October,0.57,3.37,1.34,6.22,2.46,2.26,3.05,2.75,2.82,3.44,,
November,7.00,2.42,3.40,6.60,1.40,1.27,1.19,1.52,4.49,5.04,,
December,4.16,3.18,1.46,3.27,3.46,1.95,2.44,2.97,4.70,2.65,,
Total,32.85,,24.06,39.95,25.06,33.59,28.95,32.93,28.34,34.03,,
Calc annual,32.85,19.02,24.06,39.95,25.06,33.59,28.95,32.93,28.34,34.03,,
Difference,0.00,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
