"BATTLE, THE WHITE COTTAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,553,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.60,3.89,
February,,,,,,,,,,1.21,1.70,
March,,,,,,,,,,0.08,2.25,
April,,,,,,,,,,1.03,1.70,
May,,,,,,,,,,2.63,3.05,
June,,,,,,,,,,1.73,1.24,
July,,,,,,,,,,2.04,3.94,
August,,,,,,,,,,2.50,3.76,
September,,,,,,,,,,0.95,4.24,
October,,,,,,,,,7.88,4.32,2.76,
November,,,,,,,,,5.06,6.94,7.40,
December,,,,,,,,,3.35,8.38,4.23,
Total,,,,,,,,,,33.41,40.16,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.29,33.41,40.16,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,
