"NUNEATON (THE QUARRY)",,,,,,,,,,,,
Grid ref,SP377901,Long,-1.445983,Lat,52.507497,,,,,,,
Station no,2482,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.47,2.31,,,,,,,,,,
February,3.10,0.58,,,,,,,,,,
March,3.52,2.95,,,,,,,,,,
April,1.84,2.79,,,,,,,,,,
May,3.31,3.26,,,,,,,,,,
June,1.15,1.78,,,,,,,,,,
July,1.14,0.42,,,,,,,,,,
August,6.00,3.95,,,,,,,,,,
September,1.33,1.85,,,,,,,,,,
October,0.96,3.03,,,,,,,,,,
November,5.62,2.21,,,,,,,,,,
December,2.09,2.78,,,,,,,,,,
Total,32.53,27.91,,,,,,,,,,
Calc annual,32.53,27.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
