"CATON GREEN",,,,,,,,,,,,
Grid ref,SD549652,Long,-2.690842,Lat,54.080732,,,,,,,
Station no,RR1669,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,2.58,5.21,4.78,2.44,5.76,1.95,4.03,2.50,,
February,,,1.18,4.70,4.40,2.39,3.29,1.96,2.52,2.26,,
March,,,2.90,4.48,2.75,2.89,3.85,4.12,3.41,2.44,,
April,,,1.97,2.10,3.86,3.15,1.98,2.06,1.93,3.78,,
May,,,3.33,3.49,3.26,1.74,5.56,3.64,2.92,1.96,,
June,,,0.96,1.60,1.49,2.22,3.46,8.14,3.06,2.16,,
July,,,4.93,4.09,2.16,2.20,2.50,3.19,3.30,7.02,,
August,,,2.63,7.88,3.15,4.23,4.54,5.20,5.48,4.94,,
September,,,1.49,6.24,1.85,3.60,1.36,0.57,6.10,3.06,,
October,,,4.53,8.65,3.07,3.25,7.20,4.50,1.50,6.46,,
November,,,2.96,3.77,2.75,4.81,4.16,3.64,4.08,2.02,,
December,,,3.93,4.06,3.38,1.80,3.15,4.82,3.22,7.91,,
Total,,,33.39,56.27,36.90,34.72,46.81,43.79,41.55,46.51,,
Calc annual,0.00,0.00,33.39,56.27,36.90,34.72,46.81,43.79,41.55,46.51,,
Difference,NaN,NaN,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,,
