"CATON SCHOOL HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1669,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.41,7.71,,3.79,,,,,,,,
February,3.38,0.30,,8.42,,,,,,,,
March,6.24,5.75,,1.56,,,,,,,,
April,6.22,1.65,,3.27,,,,,,,,
May,6.83,2.71,,3.96,,,,,,,,
June,3.10,1.14,,0.96,,,,,,,,
July,7.62,1.55,,5.20,,,,,,,,
August,2.25,7.25,,7.53,,,,,,,,
September,2.75,2.72,,5.05,,,,,,,,
October,1.43,2.92,,7.94,,,,,,,,
November,2.92,2.58,,6.97,,,,,,,,
December,3.34,5.42,,5.65,,,,,,,,
Total,50.49,41.70,44.14,60.30,,,,,,,,
Calc annual,50.49,41.70,0.00,60.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,44.14,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
