"NORWICH NEWMARKET ROAD",,,,,,,,,,,,
Grid ref,TG224075,Long,1.284091,Lat,52.619690,,,,,,,
Station no,RR2162,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.21,0.77,1.30,1.90,1.84,1.09,,,,,,
February,3.05,1.30,0.85,0.48,3.32,1.70,,,,,,
March,1.24,2.09,1.16,1.97,2.37,2.05,,,,,,
April,2.25,2.51,1.62,2.80,0.96,2.80,,,,,,
May,1.99,1.34,4.41,2.03,2.13,1.31,,,,,,
June,3.11,1.58,2.30,2.82,0.81,3.46,,,,,,
July,1.92,1.21,2.58,6.35,3.30,0.79,,,,,,
August,4.26,1.06,3.62,2.83,2.82,,,,,,,
September,0.77,1.02,1.54,2.89,2.18,,,,,,,
October,2.56,2.38,1.60,6.00,1.60,,,,,,,
November,2.24,2.56,1.65,2.05,1.63,,,,,,,
December,3.30,4.18,1.68,1.52,2.59,,,,,,,
Total,29.90,22.00,24.31,33.64,25.55,,,,,,,
Calc annual,29.90,22.00,24.31,33.64,25.55,13.20,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
