"BATH COMBE HAY MANOR",,,,,,,,,,,,
Grid ref,ST734598,Long,-2.383227,Lat,51.336662,,,,,,,
Station no,RR4769,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.81,2.25,1.52,4.36,3.61,0.85,5.74,1.71,1.87,1.76,,
February,6.03,1.32,1.09,2.34,4.59,1.05,3.10,2.03,1.98,0.85,,
March,1.61,2.99,2.08,4.93,2.28,4.90,2.38,1.10,3.78,4.10,,
April,1.62,3.07,1.58,3.17,2.24,2.89,1.61,3.53,3.09,2.66,,
May,2.27,1.48,2.21,4.40,2.51,0.19,2.78,3.60,2.16,1.72,,
June,2.12,1.63,3.43,5.30,1.83,3.90,3.18,2.53,0.47,2.96,,
July,1.31,3.13,1.49,4.29,2.69,0.53,1.30,3.37,3.42,3.05,,
August,3.28,1.59,3.17,5.70,3.26,4.35,2.95,2.84,4.51,2.81,,
September,0.63,2.46,1.61,3.08,1.62,1.91,1.06,0.75,3.77,3.93,,
October,3.53,2.09,2.11,7.76,1.09,2.15,6.00,6.19,1.99,6.75,,
November,2.95,0.88,2.88,2.33,2.19,3.75,3.80,3.51,1.28,1.32,,
December,6.88,6.13,2.69,3.14,2.43,1.22,2.49,6.09,3.34,5.31,,
Total,36.04,29.02,25.86,50.80,30.34,27.69,36.39,37.25,31.66,37.22,,
Calc annual,36.04,29.02,25.86,50.80,30.34,27.69,36.39,37.25,31.66,37.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
