"STOBO CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5074,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.08,7.62,4.55,4.03,3.15,4.53,5.31,5.60,10.48,0.90,5.58,
February,4.45,0.51,3.31,5.11,0.97,5.60,3.39,1.45,4.06,1.11,0.64,
March,5.20,4.27,2.52,1.59,0.61,1.85,3.08,3.28,4.09,0.44,1.77,
April,2.54,1.15,2.21,3.68,1.86,4.43,2.30,3.41,1.23,1.55,1.46,
May,4.25,1.81,1.64,3.00,2.85,6.05,3.50,2.27,1.50,2.65,1.31,
June,1.49,0.55,2.45,1.57,1.15,0.40,3.46,3.69,4.18,1.83,1.91,
July,4.60,3.32,3.54,3.73,4.31,1.47,2.26,2.68,2.34,2.36,2.70,
August,5.79,6.74,2.41,6.49,2.97,2.98,3.31,4.43,4.02,5.39,7.30,
September,2.14,1.71,2.50,3.55,3.49,3.45,4.06,8.32,2.25,0.45,3.80,
October,2.25,4.14,3.12,4.01,2.40,3.28,4.95,4.57,5.26,4.82,5.24,
November,3.23,1.52,1.79,4.93,1.99,1.25,5.29,3.22,3.70,5.10,4.75,
December,3.67,5.31,4.01,3.45,6.27,4.02,1.31,1.64,2.53,10.56,3.51,
Total,44.69,38.65,34.05,45.14,32.02,39.31,42.22,44.56,45.64,37.16,39.97,
Calc annual,44.69,38.65,34.05,45.14,32.02,39.31,42.22,44.56,45.64,37.16,39.97,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
