"COVENTRY, SEWAGE PUMPING STATION WHITLEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP349771,Long,-1.488589,Lat,52.390818,Elevation,238,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,3.37,2.33,3.73,,3.12,1.51,1.56,1.67,2.02,0.6,2.94,2.82,2.77,5.37,2.98,2.9,2.7,4.19,2.27,1.88,1.93,1.85,4.2,1.19,0.47,,,,0.78,2.17,3.76,1.16,2.8,3.31,4.33
February,,,,,,,2.4,2.6,1.79,,0.5,2.53,0.29,2.6,0.49,1.91,1.81,3.34,0.81,1.13,2.07,2.44,1.05,1.13,1.07,2.16,2.12,1.2,0.91,0.81,4.24,,,,2.69,2.09,1.12,3.01,3.29,0.08,2.36
March,,,,,,,0.58,2.08,1.73,,2.16,0.18,1.38,3.1,1.44,0.48,1.82,2.66,0.26,1.54,1.93,2.33,1.8,0.81,0.18,0.83,0.64,5.28,0.81,1.69,1.48,,,,2.38,2.71,0.78,2.33,1.74,1.88,1.55
April,,,,,,,2.16,1.9,1.72,,2.43,3.5,3.1,0.82,2.02,3.52,1.94,3.52,0.09,1.9,2.37,1,1.46,0.73,2,0.73,1.96,1.91,1.47,2.02,1.61,,,,0.43,1.03,0.73,0.25,0.86,2.7,0.61
May,,,,,,,3.14,1.1,0.55,,2.64,3.1,6.61,1.24,0.67,1.43,0.91,2.76,1.63,1.43,1.62,2.45,3.76,2.8,1.12,2.17,2.17,1.83,2.79,2.55,2.01,,,,2.26,4.87,0.56,1.38,2.19,0.6,1.54
June,,,,,,,1.37,3.61,3.53,,2,1.92,1.44,2.91,1.13,3.56,3.05,1.44,1.71,1.32,0.41,1.23,0.46,2.82,2.08,2.54,2.36,1.47,2.04,0.21,1.22,,,2.21,2.62,3.15,2.56,1.76,3.65,0.77,2.85
July,,,,,,,1.78,2.14,1.82,,4.08,2.84,3.26,2.35,1.49,0.57,5.49,2.14,2.43,4.97,3.51,4.17,1.57,0.85,2.03,1.93,2.01,1.95,1.62,1.61,2.3,,,3.01,3.37,0.77,2.78,4.09,4.66,1.17,3.7
August,,,,,,,2.6,3.53,1.55,,2.6,4.13,1.72,0.85,2.19,2.33,0.55,1.55,3.12,4.7,0.24,3.64,2.42,1.28,2.66,1.76,4.12,0.27,4.91,1,2.77,,,2.96,3.66,2.02,4.78,2.06,2.15,1.46,2.64
September,,,,,,,1.41,4.3,0.78,,3.52,2.35,2.71,1.49,1.64,3.76,3.27,1.98,1.83,0.82,1.28,0.4,0.85,1.9,4.19,1.2,2.89,1.47,3.41,1.81,3.25,,,1.71,1.89,1.47,1.67,4.15,3.1,0.03,4.11
October,,,,,,,2.11,1.58,3.43,,1.9,0.75,2.61,2.44,1.58,3.53,1.18,2.21,2.23,4.52,3.52,2.17,2.67,1.91,2.7,3.1,0.83,0.19,2.47,5.85,0.64,,,2.73,3.36,1.37,1.97,1.21,2.55,2.4,4.63
November,,,,,,,4.89,2.42,3.33,,2.88,2.52,1.75,1.2,1.56,4.46,2.47,1.45,2.56,3.91,6.83,2.52,2.13,1.49,4.29,0.12,5.29,2,1.34,2.6,3.37,,,1.15,5.87,1.96,0.66,1.39,1.96,2.98,3.39
December,,,,,,,0.63,3.1,2.04,,2.87,0.92,0.82,0.31,4.62,3.38,2.39,2.1,3.41,1.45,1.81,1.21,2.72,0.8,1.67,3.14,2.57,1.97,3.12,1.46,1.43,,,0.81,1.17,2.07,2.8,2.23,2.61,3.39,3.42
Total,,,,,,,26.44,30.69,26,,30.7,26.25,27.25,20.98,20.85,29.53,27.82,27.97,22.85,33.06,28.57,26.46,23.59,20.71,26.26,21.56,28.89,21.39,29.09,22.8,24.79,,,,30.48,25.68,24.17,25.02,31.56,20.77,35.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,WHITLEY P STA ,01/01/1926,31/12/1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
