EAST-HARPTREE-HARPTREE-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST569559,Long,-2.6184,Lat,51.3009,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1969/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,3.21,5.18,5.49,4.3,5.9,4.46,1.15,1.01,5.4,4.62,2.48,3.5,4.06,5.06,1.33,1.83,0.85,7.6,6.7,2.86,2.27,5.78,4.61,0.99,7.42,1.95,1.95,2.01,5.84,2.56,5.54,6.98,1.28,5.52,1.84,,,,,,,,,,,,,,,,,,,0.98,5.47,6.59,5.66,5.86,2.48,3.87,5.15,7.72,3.12,2.59,3.81,3.5,9.22,1.21,0.78,4.08,4.28,0.7,2.14,3.84,5.84,,,,
February,,,2.45,5.31,2.52,4.65,1.38,1.06,1.97,2.74,0.93,0,2.44,6.64,4.96,0.36,0.63,3.77,3.2,4.09,7.14,1.42,1.47,2.92,5.74,1.55,3.75,2.58,2.4,1.09,8.08,3.54,3.75,1.96,5.39,7.75,5.9,,,,,,,,,,,,,,,,,,,4.31,3.01,7.27,1.63,2.58,2.67,3.68,0.26,2.29,0.85,3.97,4.31,1.4,2.56,2.44,8.95,6.42,0.77,2.74,4.61,2.83,0.27,,,,
March,,,2.92,1.26,4.85,1.5,3.4,3.5,4.75,4.91,2.09,3.35,1.1,0.47,3.89,4.68,4.54,5.53,1.01,1.77,2.29,3.46,3.16,6.32,2.16,6.51,3.17,1.34,3.93,4.78,0.99,3.34,9.22,5.04,7.14,1.21,3.67,,,,,,,,,,,,,,,,,,,0.84,3.8,4.36,0.29,1.7,3.42,4.49,2.56,1.18,0.35,1.14,1.29,7.17,2.16,1.61,2.23,4.06,4.41,1.13,4.34,1.39,,,,,
April,,,6.16,1.02,2.31,3.66,4.54,2.24,3.17,4.72,2.79,1.62,1.51,0.11,3.48,3.54,0.7,5.23,2.5,4.33,2.67,4.1,1.52,4.13,2.73,3.33,1.22,4.24,4.03,3.77,2.98,3.31,0.3,4.6,3.52,2.11,2.39,,,,,,,,,,,,,,,,,,,5.31,2.29,3.26,0.26,4.3,2.39,1.2,1.81,1.3,2.99,1.3,3.91,3.6,1.72,1.99,3.63,4.6,2.38,3.64,0.55,1.59,,,,,
May,,,1.29,1.84,2.21,3.24,6.39,2.71,1.94,3.53,2.17,4.05,1.47,1.21,3.02,0.39,0.26,1.64,4.53,3.02,3.32,1.32,2.63,2.43,3.8,0.11,5.15,3.62,2.27,2.78,2.75,1.71,2.23,3.08,2.65,4.07,3.91,,,,,,,,,,,,,,,,,,,1.65,1.11,2.85,2.52,1.12,2.99,1.93,6.7,3.55,1.41,3.19,4.54,3.18,5.14,4.61,2.46,3.84,3.92,2.45,3.5,4.5,,,,,
June,,,4.63,3.24,3.38,1.45,1.21,0.96,3.41,1.17,3.63,1.97,3.01,1.17,2.77,0.69,2.04,2.51,2.56,1.16,4.21,1.63,4.02,5.07,1.81,5.53,3.05,3.76,0.35,4.18,5.75,1.81,4.5,2.18,2.14,0.58,2.98,,,,,,,,,,,,,,,,,,,3.98,2.54,1.62,1.52,2.71,0.69,2.33,0.37,2.17,3.13,4.72,4.4,2.34,2.42,0.49,2.15,0.74,4.15,2.57,4.99,3.6,,,,,
July,,,5.87,4.77,4.3,0.85,3.49,1.55,8.79,2.66,5.06,3.42,4,5.42,5.84,4.88,1.44,1.99,0.58,0.3,0.95,2.46,2.37,3.23,3.27,0.67,1.2,3.92,3.77,3.53,3.92,0.03,4,0.62,5.06,4.11,1.2,,,,,,,,,,,,,,,,,,,0.49,6.27,2.7,3.37,4.01,4.7,2.04,3.79,2.62,3.07,1.61,1.35,3.4,1.58,1.2,5.73,2.53,0.88,5.6,4.03,0.19,,,,,
August,,,4.13,3.41,3.05,3.19,1.98,1.59,3.24,5.87,3.91,8.6,5.48,2.31,3.42,3.25,2.5,7.02,3.36,0.89,4.94,2.11,4.19,6.1,3.32,4.86,3.38,3.17,6.15,3.47,8.34,4.27,9.55,1.32,3.08,3.58,6.84,,,,,,,,,,,,,,,,,,,1.78,0.62,1.09,4.58,2.96,0.3,6.5,5.69,5.26,2.91,3.39,4.5,1.34,4.66,3.33,6.51,6.31,6.82,3.77,3.35,0.79,,,,,
September,,,4.12,5.68,2.61,6.72,2.89,4.96,1.59,1.49,2.12,2.61,4.62,3.08,2.96,1.09,8.51,4.62,1.75,4.92,1.87,2.71,1.96,3.82,2.58,1.92,1.21,0.99,4.2,3.99,0.26,1.47,0.84,3.03,2.44,2,1.9,,,,,,,,,,,,,,,,,,,7.71,3.66,2.41,2.54,1.27,2.13,0.73,2.96,3.1,3.44,3.25,6.56,2.46,3.15,1.74,5.65,3,4.2,4.77,5.8,2.69,,,,,
October,,,6.69,4.63,1.3,6.79,6.25,3.08,1.84,4.39,2.63,10.04,4.11,4.99,3.98,4.36,3.58,1.93,5.77,4.49,4.69,2.76,3.32,10.98,1.89,2.43,7.89,6.49,1.81,7.65,7.33,4.42,6.5,2.82,3.45,4.51,7.92,,,,,,,,,,,,,,,,,,,5.06,2.52,3.96,8.59,3.75,5.05,2.19,5.16,3.62,6.44,4.69,1.26,0.73,4.43,6.89,2.08,0.81,5.32,2.88,5,1.85,,,,,
