"E. HARPTREE, HARPTREE COURT",,,,,,,,,,,,
Grid ref,ST568559,Long,-2.621033,Lat,51.300574,,,,,,,
Station no,1969/3,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.70,2.86,2.27,5.78,4.61,0.99,7.42,1.95,1.95,2.01,,
February,7.14,1.42,1.47,2.92,5.74,1.55,3.75,2.58,2.40,1.09,,
March,2.29,3.46,3.16,6.32,2.16,6.51,3.17,1.34,3.93,4.78,,
April,2.67,4.10,1.52,4.13,2.73,3.33,1.22,4.24,4.03,3.77,,
May,3.32,1.32,2.63,2.43,3.80,0.11,5.15,3.62,2.27,2.78,,
June,4.21,1.63,4.02,5.07,1.81,5.53,3.05,3.76,0.35,4.18,,
July,0.95,2.46,2.37,3.23,3.27,0.67,1.20,3.92,3.77,3.53,,
August,4.94,2.11,4.19,6.10,3.32,4.86,3.38,3.17,6.15,3.47,,
September,1.87,2.71,1.96,3.82,2.58,1.92,1.21,0.99,4.20,3.99,,
October,4.69,2.76,3.32,10.98,1.89,2.43,7.89,6.49,1.81,7.65,,
November,4.46,1.16,4.10,2.90,3.15,4.28,5.17,3.92,1.10,1.70,,
December,9.03,8.39,3.87,4.32,2.73,1.43,2.89,6.53,4.17,6.55,,
Total,52.27,34.38,34.88,58.00,37.79,33.61,45.50,42.51,36.13,45.50,,
Calc annual,52.27,34.38,34.88,58.00,37.79,33.61,45.50,42.51,36.13,45.50,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
