"CROSSHILL RESERVOIR OLD G.",,,,,,,,,,,,
Grid ref,SJ279842,Long,-3.084572,Lat,53.349753,,,,,,,
Station no,2786,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.12,2.90,1.18,1.85,1.92,,,,,,,
February,2.42,0.96,1.40,2.84,2.19,,,,,,,
March,5.23,1.43,1.10,2.00,1.94,,,,,,,
April,1.17,1.54,2.36,0.76,1.58,,,,,,,
May,3.45,1.83,2.18,2.96,3.18,,,,,,,
June,1.07,2.15,2.21,3.58,3.55,,,,,,,
July,1.52,1.68,2.33,3.54,0.55,,,,,,,
August,4.04,2.33,2.70,3.62,1.37,,,,,,,
September,2.26,4.82,3.35,2.40,2.27,,,,,,,
October,1.25,3.23,1.24,5.08,2.21,,,,,,,
November,5.97,2.69,3.05,5.54,1.43,,,,,,,
December,3.50,3.60,1.46,4.01,3.21,,,,,,,
Total,34.30,29.16,24.56,38.18,25.40,,,,,,,
Calc annual,34.00,29.16,24.56,38.18,25.40,0.00,0.00,0.00,0.00,0.00,,
Difference,0.30,-0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
