"CROSSHILL RESERVOIR",,,,,,,,,,,,
Grid ref,SJ280842,Long,-3.083070,Lat,53.349766,,,,,,,
Station no,2786,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.12,2.99,1.04,1.83,2.08,3.15,1.22,2.95,3.92,5.06,,
February,2.50,0.90,1.48,2.83,2.37,0.27,2.37,4.45,0.30,1.69,,
March,5.23,1.46,1.01,1.99,2.10,1.50,1.92,1.36,1.05,1.55,,
April,1.11,1.49,2.34,0.74,1.58,2.41,0.55,0.76,3.93,1.11,,
May,3.81,1.91,2.23,2.98,3.20,0.68,1.64,2.59,2.04,2.34,,
June,1.08,2.05,2.12,3.62,3.68,2.23,1.70,4.78,2.88,1.05,,
July,1.50,1.59,2.27,3.47,0.52,4.44,5.25,3.79,4.05,3.32,,
August,4.05,2.37,2.67,3.60,1.42,11.09,3.87,3.10,0.92,4.08,,
September,2.38,4.73,3.33,2.33,2.30,2.89,7.61,4.87,0.23,3.81,,
October,1.21,3.97,1.29,4.93,2.22,2.33,2.10,2.63,2.90,3.90,,
November,5.83,2.74,3.06,5.59,1.49,1.30,1.22,1.97,4.21,6.01,,
December,3.64,3.61,1.46,3.98,3.49,2.18,2.46,3.16,4.02,3.21,,
Total,34.46,29.81,24.30,37.89,26.45,34.47,31.91,36.41,30.45,37.13,,
Calc annual,34.46,29.81,24.30,37.89,26.45,34.47,31.91,36.41,30.45,37.13,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
