"COTTINGHAM WATER WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3395,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.40,2.26,2.54,1.22,2.02,1.30,2.95,1.22,4.36,1.86,2.46,
February,1.20,0.19,2.80,3.57,0.80,2.19,1.57,1.26,1.48,0.76,0.51,
March,2.16,1.05,1.48,1.33,1.14,1.07,0.34,1.28,2.74,0.08,1.87,
April,3.96,0.93,1.76,1.38,1.35,1.93,1.48,2.29,0.77,1.13,2.11,
May,2.69,2.13,0.94,3.74,2.98,2.26,1.70,0.91,1.00,1.10,1.65,
June,1.00,0.25,0.98,0.37,1.94,0.03,3.83,2.76,3.20,1.49,1.52,
July,3.83,0.54,5.48,2.14,3.29,2.08,1.79,2.42,0.70,1.54,4.55,
August,1.58,3.05,2.88,2.60,2.18,1.60,2.34,5.66,4.30,2.00,2.65,
September,1.42,0.55,2.45,2.91,2.34,2.83,0.63,3.41,0.21,0.55,2.81,
October,1.26,1.17,1.58,1.26,3.41,2.22,3.58,1.68,4.11,1.93,1.95,
November,0.64,1.96,1.77,2.58,1.41,2.39,2.80,2.32,2.38,3.80,3.60,
December,2.68,2.27,1.96,2.63,1.90,3.14,0.65,2.58,1.62,4.20,1.55,
Total,24.82,16.35,26.62,25.73,24.76,23.04,23.66,27.79,26.87,20.44,27.23,
Calc annual,24.82,16.35,26.62,25.73,24.76,23.04,23.66,27.79,26.87,20.44,27.23,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
