"READING, ELLERSLIE, TILEHURST ROAD",,,,,,,,,,,,
Grid ref,SU704731,Long,-0.988238,Lat,51.452516,,,,,,,
Station no,RR4738,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.93,1.36,0.75,2.92,2.57,0.48,3.60,0.60,,,,
February,4.03,1.69,1.32,1.01,2.72,0.48,1.95,1.39,,,,
March,0.93,1.19,1.99,2.92,1.19,4.10,1.13,0.92,,,,
April,0.79,2.20,0.89,1.90,1.16,1.56,0.44,2.39,,,,
May,1.25,0.40,2.02,3.90,2.40,1.52,2.35,1.41,,,,
June,2.18,1.34,2.75,5.50,1.51,4.00,2.15,2.39,,,,
July,0.81,3.01,1.06,3.70,1.38,0.54,0.34,1.69,,,,
August,2.47,1.95,3.52,3.39,1.71,2.69,0.74,1.38,,,,
September,0.49,1.58,1.17,1.91,1.53,1.18,0.80,0.86,,,,
October,2.33,1.66,1.62,7.35,1.50,1.39,4.96,4.74,,,,
November,2.33,0.16,2.76,1.73,1.71,3.13,2.97,2.10,,,,
December,3.35,3.55,1.30,2.25,2.30,0.80,2.15,3.49,,,,
Total,23.89,20.09,21.15,38.48,21.68,21.87,23.58,23.36,,,,
Calc annual,23.89,20.09,21.15,38.48,21.68,21.87,23.58,23.36,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,,
