ALTON-EAST-TISTED-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU701322,Long,-1.0005613,Lat,51.084844,Elevation,420,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,3.1,7.87,5.57,,5,1.35,8,1.7,4.29,0.87,2,2.18,3.97,4.24,3.5,3.43,3.81,1.29,1.34,5.49,3.71,1.05,2.54,4.1,3.09,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.19,3.04,2.38,,2.64,3.94,1.9,2.58,5.17,4.34,3.11,1.89,6.61,2.8,4.13,0.86,1.07,1.45,3.05,0.99,0.05,1.19,5.28,2.25,0.24,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.22,3.35,3.24,,1.14,3.76,3.22,1.53,0.84,1.12,3.16,1.75,1.37,3.25,2.31,2.35,2.29,4.38,3.53,1.89,3.07,1.56,0.53,2.21,2.39,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,4.77,1.7,0.65,,1.63,3.22,3.87,2.69,3.07,,0.57,3.83,1.36,1.56,1.81,2.2,2.09,2.36,2.53,3.45,0.96,1.3,0.09,2.68,2.86,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.26,3.61,1.83,,1.79,0.58,3.85,4.93,3.49,,1.59,1.98,2.02,1.24,4.48,4.15,1.78,3.23,3.91,2.4,2.57,0.73,0.67,2.32,0.46,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,3.6,3.68,1.53,,4.63,2.39,0.7,2.29,6.84,2.6,2.19,3.33,2.73,1.91,2.39,0.59,0.99,2.47,1.12,2.56,1.58,1.76,2.21,2.97,0.55,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,4.43,4.3,2.86,,6.1,0.89,5.5,1.02,4.32,6.47,1.99,4.36,3.07,2.23,0.42,2.89,1.17,4.53,2.33,3.81,3.36,2.56,4.22,5.49,4.72,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.84,1.55,2.51,3.01,1.58,3.37,3.67,5.17,6.68,1.74,6.1,2.26,1.23,1.84,0.96,1.61,2.38,3.25,2.68,3.42,6.21,4.97,1.12,2.42,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,5.74,1.96,3.43,2.97,1.98,4.93,1.49,1.71,3.8,5.83,2.25,2.7,4.57,2.41,7.52,2.27,3.47,1.83,1.05,0.91,2.03,3.21,2.12,3.33,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,3.35,7,-999,7.42,5.97,2.12,3.3,3.56,1.07,5.61,2.43,7,3.19,0.85,5.2,5.36,1.56,1.78,5.74,1.59,9.57,5.51,4.45,5.29,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
