KNUTSFORD-HAZELFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ758778,Long,-2.3645438,Lat,53.296598,Elevation,213,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,3.34,3.54,2.63,2.98,2.47,2.45,3.65,6.27,2.25,4.3,4,3.05,1.91,2.17,1.97,3.16,2.94,3.82,4.34,2.11,1.74,3.41,4.61,4.26,2.72,3.39,2.05,6.77,2.39,1.76,2.65,,,,,,,,,
February,,0.54,3.05,4.18,0.97,4.4,2.97,1.66,3.16,1.07,0.23,3.24,0.13,2.77,0.29,3.17,2.09,5.27,1.19,1.99,2.09,3.41,1.64,1.98,1.63,2.64,5.11,0.7,1.63,1.44,4.18,2.21,,,,,,,,,
March,,2,1.86,1.6,0.98,1.24,1.34,3.28,1.65,0.92,2.44,0.31,1.97,2.35,2.21,1.11,1.62,1.39,0.97,1.76,2.44,2.87,1.97,1.11,0.67,0.87,0.69,5.29,0.94,2.3,1.89,4.79,,,,,,,,,
April,,1.3,2.29,2.45,1.85,1.48,0.99,2.87,1.07,1.05,1.97,3.11,3.53,0.99,1.81,2.41,1.28,2.83,0.16,1.82,1.99,1.1,1.6,1.77,2.05,1.63,1.85,2.61,1.01,2.82,3.44,2.05,,,,,,,,,
May,,1.55,0.98,3.83,5.45,4.43,3.63,1.4,0.93,2.23,1.46,2.73,5.73,1.68,1.73,0.88,1.65,2.1,2.87,1.31,1.39,1.76,4.31,1.86,3.18,3.2,1.35,2.09,1.29,3.74,1.08,3.04,,,,,,,,,
June,,0.55,1.74,0.84,2.68,0.12,2.08,4.97,4.97,1.76,1.44,4.83,0.54,3.39,1.99,3.79,3.51,1.22,2.99,2.49,1.25,0.56,0.41,2.79,2.53,3.06,3.73,2.26,4.53,1.26,2.66,1.36,,,,,,,,,
July,,0.75,3.82,4.17,3.89,2.4,3.57,1.95,1.77,2.72,6.1,3.34,3.63,2.24,1.79,1.02,3.22,2.52,3.93,6.8,5.03,2.78,3.48,2.24,3.72,2.1,3.59,2.5,2.71,1.87,3.14,3.44,,,,,,,,,
August,,4.05,4.22,3.69,4.66,2.74,3.68,4.65,3.29,4.07,4.57,6.59,1.71,1.25,2.59,1.38,2.32,3.2,3.25,1.39,1.1,4.9,2.26,4.06,3.23,3.06,4.81,0.38,5.66,2.58,5.14,4.53,,,,,,,,,
September,,1.33,2.9,4.23,3.56,4.71,4.12,5.12,0.91,2.19,2.57,3.3,3.03,0.79,2.32,5.73,4.37,1.43,1.55,1.19,3.56,0.6,2.15,3.8,3.46,1.48,3.32,2.17,2.02,1.15,5.12,2.78,,,,,,,,,
October,,2.27,0.38,3.72,4.44,3.88,3.72,2.08,4.28,4.92,5.58,1.49,6.33,4.69,3.79,4.65,3.06,1.82,5.37,2.65,3.9,4,3.76,3.36,4.03,4.97,0.75,0.59,2.04,2.81,2.23,0.88,,,,,,,,,
November,,1.95,1.66,2.77,1.27,2.16,5.07,2.57,5.41,6.44,3.88,5.33,2.53,1.14,1.64,5.04,3.13,1.8,3.63,4.97,6.66,2.56,0.78,2.61,5.41,0.58,5.01,3.03,2.05,4.56,4.86,,,,,,,,,,
December,,3.53,4.77,4.84,3.25,2.02,1.27,1.38,1.94,5.15,3.48,1.46,0.99,0.33,4.71,3.17,3.76,2.2,3.96,1.91,3.41,1.44,3.57,1.6,2.41,2.61,3.6,2.59,2.63,4.07,3.52,,,,,,,,,,
Total,,23.16,31.21,38.95,35.98,32.05,34.89,35.58,35.65,34.77,38.02,39.73,33.17,23.53,27.04,34.32,33.17,28.72,33.69,32.62,34.93,27.72,29.34,31.79,36.58,28.92,37.2,26.26,33.28,30.99,39.02,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Hazlefield. Altitudes match. NGR on 1940s record, SJ762776, is 300m SE and has no connection to Hazlefield. Gauge stopped in Oct 1951 and restarted at the Sycamores with same station no.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
