STRATHDON ESTATE OFFICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ355127,Long,-3.069146,Lat,57.200525,Elevation`,990,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,3.09,1.68,1.52,2.19,2.94,1.92,1.69,3.75,1.67,6.46,4.06,1.89,3.73,2.13,2.68,3.29,3.87,3.2,2.15,5.72,3.61,1.65,1.72,2.78,2.72,3.08,1.45,2.64,4.14,2.22,1.26,1.49,2.35,5.33,8.11,3.6,3.95,1.15,4.79,3.09,2.91,1.88,5.64,,,,,
February,,,,4.35,3.97,2.51,3.36,2.02,3.03,1.63,2.6,2.04,2.31,0.9,2.74,7.85,3.41,1.2,2,1.14,2.41,0.71,2.63,8.25,2.52,7.11,1.73,0.69,1.03,1.47,1.81,1.93,0.54,3.98,0.91,2.54,3.24,4.04,1.5,2.19,1.36,4.34,2.14,1.99,2.75,1.56,,,,,
March,,,,2.42,1.76,4.41,3.41,1.51,5,7.1,2.38,2.82,2.31,5.15,4.15,2.82,4.25,3.17,1.3,2.48,2.83,1.21,2.37,1.56,1.39,3.8,1.64,2.34,3.14,0.14,1.31,1.4,3.09,1.04,2.62,1.59,1.44,5.73,0.42,2.98,2.28,1.74,1.59,1.17,1.49,0.33,,,,,
April,,,,3.79,2.27,3.64,1.98,3.56,3.92,3.83,3.56,1.8,1.37,2.19,0.61,2.08,3.18,2.52,1.25,4.06,3.8,1.54,4.27,2.46,1.15,3.33,2.86,3.23,1.03,2.8,2.47,3.01,3.86,2.03,5.04,4.66,1.23,1.22,0.97,1.42,1.65,1.77,1.54,1.95,1.47,1.21,,,,,
May,,,,2.76,3,1.33,7.04,6.12,1.18,3.03,2.11,1.73,2.63,5.53,3.35,1.17,4.13,2.07,1.86,1.54,1.56,2.17,1.37,7.01,3.75,3.02,2.63,2.33,1.69,1.51,1.19,3.06,3.37,0.73,2.14,1.77,1.75,1.72,2.5,1.07,1.5,1.8,2.74,2.88,2.45,3.13,,,,,
June,,,,1.67,0.98,1.34,1.12,4.64,1.15,2.26,1.82,3.46,2.17,2.91,2.71,1.08,4.95,2.66,1.31,2.76,0.82,1.64,2.02,1.23,1.53,0.55,3.3,4.26,3.28,1.61,1.79,3.07,1.25,1.28,1.38,3,1.15,1.11,3.62,1.47,0.69,0.41,1.31,1.32,3.09,2.14,,,,,
July,,,,4.94,2.24,2.62,1.75,2.31,3.99,3.62,2.69,1.55,1.73,0.78,3.76,5.83,4.47,2.13,4.38,1.33,2.57,2.04,3.61,1.83,3.69,2.99,2.31,2.57,1.7,2.82,3.16,4.02,3.04,2.94,3.82,1.27,3.44,2.75,3.48,4.83,6.97,3.49,2.68,1.52,2.14,1.57,,,,,
August,,,,4.51,3.71,4.65,3.8,3.38,2.63,2.07,4.62,1.5,5.29,1.64,1.9,2.17,3.17,5.6,2.68,1.6,3,2.37,2.15,5.85,4.12,1.55,1.86,5.28,4.26,1.39,6.29,3.97,0.92,1.31,4.55,1.38,1.58,1.39,1.8,2.48,1.93,3.64,2.23,4.07,1.87,3.1,,,,,
September,,,,2.73,2.17,1.95,1.63,1.21,4.45,2.31,0.98,0.81,3.38,2.71,2.06,4.11,2.18,1.92,3.98,2.37,2.94,1.05,2.98,2.08,4.31,3.53,2.55,4.65,2.79,1.2,6.79,1.48,2.75,1.36,1.6,4.22,2.41,0.66,2.75,2.68,1.85,1.28,3.4,3.75,3.99,3.2,,,,,
October,,,,6.21,1.2,5.17,4.28,4.43,1.69,4.2,3.57,2.92,4.81,1.34,3.08,5.58,6.12,3.91,2.5,3.57,5.6,1.54,1.53,3.8,3.69,2.42,5.32,4.32,2.91,2.74,3.54,2.41,8.16,6.46,3.9,4.52,1.46,2.37,3.42,7.11,4.14,5.68,4.49,2.91,5.25,3.68,,,,,
November,,,,3.5,2.01,7.63,8.04,2.27,1.99,2.7,6.71,6.61,4.22,1.17,5.73,5.06,4.93,4.96,2.13,4.56,1.47,2.7,2.09,2.82,2.16,1.43,3.97,4.07,3.96,2.16,4.15,4.13,1.58,3.63,2.4,4.29,2.37,1.62,2.47,3.92,5.9,4.32,0.96,4.68,4.26,1.25,,,,,
December,,,,3.07,3.29,0.73,4.07,3.07,2.37,3.09,6.04,6.16,1.55,3.31,7.35,7.7,3.77,1.43,2.86,2.33,2.03,2.75,1.68,3.34,2.42,4.29,1.4,3.01,2.29,5.51,2.48,2.01,1.96,1.19,5.3,2.65,2.49,4.16,2.71,2.02,2.66,1.45,2.11,0.56,3.23,6.78,,,,,
Total,,,,43.04,28.28,37.5,42.67,37.46,33.32,37.53,40.83,33.07,38.23,31.69,39.33,49.18,46.69,34.25,29.54,31.61,32.23,21.87,32.42,43.84,32.38,35.74,32.35,39.47,31.16,24.8,37.62,34.63,32.74,27.21,35.15,34.24,27.89,34.88,29.24,36.12,32.08,34.71,28.28,29.71,33.87,33.59,,,,,
