BRIGHTON OLD STEYNE,,,,,,,,,,,,
Grid ref,TQ313040,Long,-0.137352,Lat,50.820666,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.53,0.89,1.04,2.90,3.91,0.88,4.54,0.82,1.39,1.24,,
February,5.33,1.77,1.54,1.32,3.28,0.67,2.32,1.26,1.11,0.28,,
March,0.90,1.37,1.63,1.95,0.98,4.31,1.42,0.95,1.84,3.30,,
April,1.09,1.78,0.90,2.18,1.24,1.91,1.05,3.21,1.82,0.98,,
May,0.50,0.69,2.00,1.98,3.91,0.64,2.02,1.63,1.49,1.03,,
June,2.41,1.02,2.50,2.34,0.85,3.75,2.75,1.98,1.42,2.08,,
July,1.31,3.42,1.32,4.91,0.52,0.44,0.30,0.88,2.38,2.71,,
August,2.31,1.74,3.83,3.30,1.71,2.00,1.06,0.94,2.65,2.85,,
September,0.65,1.14,0.63,2.16,1.64,2.55,1.17,0.47,1.57,2.73,,
October,2.64,4.46,1.97,6.23,2.47,2.01,3.87,4.20,1.29,8.12,,
November,3.62,0.35,2.76,1.79,1.40,5.46,5.44,1.85,1.15,1.40,,
December,3.54,3.98,1.62,1.97,2.47,0.68,2.01,2.33,3.34,4.26,,
Total,27.83,22.61,21.74,33.03,24.38,25.30,27.95,20.52,21.45,30.98,,
Calc annual,27.83,22.61,21.74,33.03,24.38,25.30,27.95,20.52,21.45,30.98,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
