TRECASTLE-BLAENAU-HYDFER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN843261,Long,-3.6838167,Lat,51.921363,Elevation,970,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,6,2.9,3.6,3,15.1,7.4,6.1,4.3,12.2,11.7,3.5,11,4.3,5.3,3.17,7.95,3.32,6.68,11.54,6.25,5.8,7.09,2.88,9.55,7.75,10.57,10.07,7.84,6.58,9.86,9.87,11.31,10.01,12.84,1.28,16.21,8.88,15.66,8.55,9.65,2.57,9.83,15.61,12.71,11.6,3.19,3.8,5.87,11.65,7.76,5.01,12.39,9.33,17.25,4.77,3.04,11.14,7.7,1.86,4.16,5.05,6.98,7.49,5.54,8.15,6.91
February,,,,,,0.3,3.3,5.3,5.3,9.4,7.3,4.5,2.3,9.7,7,3,6.5,3.4,4.2,1.56,12.07,5.86,6.81,5.35,15.15,15.02,10.44,1.16,6.28,4.51,3.89,0.2,10.02,16.82,0.93,13.51,6.25,9.49,8.36,2.33,0.48,6.54,0,8.36,0.78,8.53,2.98,11.35,4.25,7.16,6.49,6.68,1.07,5.3,1.49,5.69,8.22,2.17,6.27,4.4,13.15,9.2,2.43,3.01,6.52,3.42,0.66,8.38,9.58,0.54,10.31
March,,,,,,7.1,6.9,11,2.7,2.9,1.2,7.5,4.2,13.5,3,9.5,5,3.2,8,7.35,4.29,3.32,15.23,13.25,11.63,1.39,2.9,3.14,4.77,10.18,9.95,8.91,9.07,3.01,4.66,1.97,1.63,8.59,6.1,1.3,4.09,0.7,5.01,7.85,5.22,2.25,5.05,8.6,2.09,5.5,5.16,5.38,4.58,1.34,0.82,4.59,2.68,15.95,4.81,3.6,5.42,7.17,4.78,4.23,5.63,4.04,2.77,6.83,0.81,6.54,2.48
April,,,,,,3.9,1.7,6.1,4.3,6.8,2.7,5.7,4.3,2.4,6.1,8.5,1.7,5.4,2.9,5.98,5.13,4.5,0.67,14.37,3.14,2.62,6.08,3.4,1.94,3.65,11.7,1.41,3.78,4.44,6.46,4.02,4.82,2.79,2.21,0.52,4.23,5.55,5.94,2.11,6.19,8.56,3.72,3.33,0.19,4.32,3.65,1.66,3.36,1.74,3.16,3.67,2.23,9.11,4.32,6.59,6.04,6.32,5.39,5.25,0.75,2.95,1.18,0.47,1.15,6.52,4.93
May,,,,,,1.5,0,2.5,5.1,4.1,4.6,1.8,3.4,4.1,1.9,0.1,4.5,5,4.7,2.19,2.77,3.39,1.7,6.15,4.82,2.79,3.89,4.26,3.04,1.27,4.2,2.51,1.82,4.47,7.77,6.56,3.39,2.33,0.53,6.51,1.96,6,7.02,2.62,4.03,2.82,2.83,2.5,6.89,1.51,2.25,3.39,10.69,7.24,2.1,5.81,3.67,3.61,5.41,6,2.87,3.72,5.16,4.16,4.45,6.43,1.94,2.97,5.25,1.09,2.08
June,,,,,,2.5,2.5,2.4,4.8,1.9,5.2,3.5,3.1,1.6,2.8,3.3,3.5,7.7,1.7,3.99,5.27,6.14,6.99,4.14,2.01,2.55,3.91,3.87,1.97,2.7,4.4,0.23,,0.95,3.71,0.05,3.47,5.81,8.56,3.2,1.88,5.64,3.47,3.32,2.2,8.34,4.08,2.56,7.1,5.3,1.1,1.69,0.27,5.46,2.78,8.23,6.04,3.5,6.59,0.75,2.48,1.38,3.7,3.06,5.36,6.1,3.61,1.39,3.29,3.42,1.96
July,,,,,,5.4,4,2.6,0.7,2.3,3.5,2.4,2.6,3.3,2.2,1.5,1.2,4.6,5,5.57,5.3,0.5,4.91,1.3,7.4,7.88,2.85,2.75,6.77,1.61,8.04,3.93,7.14,5.91,6.56,3.57,7.7,7.88,2.79,4.34,6.57,6.88,4.74,5.01,1.34,1.22,9.17,2.68,6.7,12.28,5.41,3.94,5.8,4.24,4.18,4.11,3.75,4.26,3.3,0.9,6.86,1.91,2.47,4.56,3.36,1.69,3.02,5.79,4.34,3.38,4.22
August,,,,,,5.3,4.6,9,5.4,1.4,7,6.1,3.1,7.4,4.6,7.9,4.7,4.9,7.9,2.22,8.35,7.91,10.47,3.42,6.56,3.17,4.61,15.11,1.9,4.27,3.03,8.09,3.9,5.73,9.85,6.53,6.27,12.56,8.37,3.87,6.36,7.33,2.32,1.82,4.2,2.83,1.39,1.02,3.77,3.84,0.49,7.63,6.87,,2.76,7.36,8.67,0.88,8.29,3.5,10.07,8.51,6.61,4.41,4.9,0.93,6.81,5.4,3.7,1.24,4.99
September,,,,,,1,10,7.5,2.5,6,2.9,5.8,3.2,7.8,3.1,4.5,1.3,1.2,4.4,5.44,0.4,4.62,0.88,4.42,2.64,1.15,4.41,2.63,11.12,4.29,5.37,2.62,3.1,6.71,10.66,5.92,2.56,7.82,2.49,2.16,7.21,2.44,5.59,1.74,6.01,10.21,4.57,3.22,2.17,1.72,2.98,0.66,4.27,,6.58,5.42,8.3,4.01,6.29,3.23,10.32,5.49,3.39,6.42,6.33,2.12,4.69,9.31,9.97,0.45,4.2
October,,,,,9,5.3,8.3,3.8,8.7,5.1,9.5,5,4.7,17.9,3.8,3.5,12.3,10,2.3,13.3,5.55,6.59,9.01,7.91,3.98,4.03,16.6,9.95,5.19,2.26,5.41,3.44,1.98,14.79,8.23,9.69,7.1,7.56,14.86,11.26,9.51,2.51,15.4,11.12,10.08,8.44,3.98,4.34,13.57,3.17,7.1,6.09,6.31,8.26,9.02,6.98,2.45,1.43,5.6,12.62,3.52,1.65,7.19,5.44,8.78,4.08,3.83,3.66,4.92,6.86,6.57
