"YEOVIL SEWAGE WORKS PEN MILL",,,,,,,,,,,,
Grid ref,ST573162,Long,-2.609146,Lat,50.943648,,,,,,,
Station no,2060,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.60,4.55,0.89,1.17,1.30,,
February,,,,,,0.71,2.53,1.24,1.10,0.56,,
March,,,,,,4.24,1.08,0.54,3.48,3.97,,
April,,,,,,1.77,0.84,4.95,1.95,2.73,,
May,,,,,,0.52,2.62,1.77,1.68,1.37,,
June,,,,,,2.39,2.04,2.11,0.37,3.11,,
July,,,,,,1.17,1.16,1.22,1.38,2.81,,
August,,,,,,3.73,1.01,2.33,2.85,2.26,,
September,,,,,,1.27,0.82,0.62,2.42,3.76,,
October,,,,,,1.56,4.87,7.19,2.30,5.37,,
November,,,,,,4.17,2.78,3.33,1.10,0.68,,
December,,,,,,0.96,1.48,4.55,3.02,4.82,,
Total,,,,,,23.09,25.78,30.74,22.82,32.74,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.09,25.78,30.74,22.82,32.74,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,,
