WEST END THRUSCROSS NO.2,,,,,,,,,,,,
Grid ref,SE153578,Long,-1.767996,Lat,54.015986,,,,,,,
Station no,RR6028,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.29,1.10,1.51,2.80,2.73,1.00,,,,,,
February,5.63,0.87,1.52,3.33,2.81,1.41,,,,,,
March,0.57,1.49,1.21,4.14,1.91,2.61,,,,,,
April,1.69,1.67,1.48,1.52,2.18,2.73,,,,,,
May,1.60,0.93,2.70,3.44,3.49,0.45,,,,,,
June,3.44,1.14,1.65,1.58,1.97,1.89,,,,,,
July,3.31,1.62,2.10,3.97,1.58,,,,,,,
August,5.30,1.69,2.74,4.23,3.58,,,,,,,
September,0.86,1.12,1.49,4.37,1.10,,,,,,,
October,4.31,1.56,3.57,8.34,0.93,,,,,,,
November,4.84,4.26,2.60,1.92,2.83,,,,,,,
December,3.56,4.02,2.54,2.03,2.17,,,,,,,
Total,39.40,21.47,25.11,41.67,27.28,,,,,,,
Calc annual,39.40,21.47,25.11,41.67,27.28,10.09,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
