WASHBURNDALE-WEST-END-THRUSCROSS-NO-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE152585,Long,-1.7694877,Lat,54.02228,Elevation,900,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,,,,,,,8.27,4.48,1.39,1.31,4.61,2.39,2.5,1.23,4.46,5.24,1.88,2.5,2.29,5.27,4.96,1.67,1.82,3.13,3.03,1.18,,,,
February,,,,,,,,,,,,,,,,,1.65,1.24,0.73,1.82,1.29,0.32,5.94,5.53,6.82,1.97,1.1,4.71,2.46,2.1,,1.27,1.59,3.97,3.36,1.59,,,,
March,,,,,,,,,,,,,,,,,3.52,1.57,5.56,2.4,4.03,2.34,0.8,0.88,3.55,3.48,4.28,4.98,1.14,1.53,0.91,3.02,1.48,4.48,1.96,2.9,,,,
April,,,,,,,,,,,,,,,,,2.69,0.94,3,4.09,1.9,2.86,2.27,0.93,2.9,2.62,2.37,2.63,3.29,2.97,2.15,2.51,1.65,1.73,2.42,2.85,,,,
May,,,,,,,,,,,,,,,,,5.93,2.31,1.22,2.6,2.95,2.41,3.77,2.41,2.06,0.48,0.56,1.29,2.62,3.85,1.81,1.3,2.83,3.74,3.83,0.49,,,,
June,,,,,,,,,,,,,,,,,1.14,0.09,2.94,0.27,3.61,1.22,5.03,2.71,3.23,2.35,4.71,3.63,2.92,1.68,3.75,1.42,1.77,1.84,2.17,1.99,,,,
July,,,,,,,,,,,,,,,,,3.56,1.3,6.42,2.76,2.77,3.94,1.64,3.21,3.35,6.6,2.6,1.41,1.52,2.36,3.62,1.68,2.32,4.22,1.6,,,,,
August,,,,,,,,,,,,,,,,,2.46,2.22,3.25,5.38,5.31,5.25,5,3.49,3.31,2.49,1.65,4.69,3.92,1.35,5.69,1.82,2.89,4.63,3.92,,,,,
September,,,,,,,,,,,,,,,,,2.3,4.91,0.8,1.7,2.59,2.14,2.07,2.2,0.72,2.15,5.74,3.65,1.03,4.87,1,1.23,1.55,4.91,1.21,,,,,
October,,,,,,,,,,,,,,,,,5.61,3.03,0.9,6.12,1.63,4.71,8.78,3.27,6.06,4.89,4.55,1.86,5.86,3.08,4.64,1.94,3.84,9.49,1.04,,,,,
November,,,,,,,,,,,,,,,,,3.29,3.73,9.23,1.64,3.81,4.18,2.16,2.13,2.25,4.7,1.69,2.41,3.61,1.63,5.31,4.92,2.75,2.2,3.44,,,,,
December,,,,,,,,,,,,,,,,,4.72,2.53,2.35,1.62,1.39,5.66,1.07,3.83,3.29,3.86,5.41,3.38,3.84,3.81,4.2,5.74,3.15,2.24,2.33,,,,,
Total,,,,,,,43.77,47.99,38.54,32.61,41.95,44.83,46.73,39.81,36.48,35.5,45.14,28.35,37.79,31.71,35.89,37.42,41.03,31.82,42,40.83,36.54,37.14,34.5,34.5,,28.52,27.64,46.58,30.31,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is in Thruscross to match relationship to church and altitude.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR could be +/- 200m. 1870s record may not be the same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
