WEST END THRUSCROSS NO1,,,,,,,,,,,,
Grid ref,SE153578,Long,-1.767996,Lat,54.015986,,,,,,,
Station no,RR6029,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.96,1.67,1.82,3.13,3.03,1.18,,,,,,
February,6.87,1.27,1.59,3.97,3.36,1.59,,,,,,
March,0.91,3.02,1.48,4.48,1.96,2.90,,,,,,
April,2.15,2.51,1.65,1.73,2.42,2.85,,,,,,
May,1.81,1.30,2.83,3.74,3.83,0.49,,,,,,
June,3.75,1.42,1.77,1.84,2.17,1.99,,,,,,
July,3.62,1.68,2.32,4.22,1.60,,,,,,,
August,5.69,1.82,2.89,4.63,3.92,,,,,,,
September,1.00,1.23,1.55,4.91,1.21,,,,,,,
October,4.64,1.94,3.84,9.49,1.04,,,,,,,
November,5.31,4.92,2.75,2.20,3.44,,,,,,,
December,4.20,5.74,3.15,2.24,2.33,,,,,,,
Total,44.91,28.52,27.64,46.58,30.31,,,,,,,
Calc annual,44.91,28.52,27.64,46.58,30.31,11.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
