"GLOUCESTER (THE LANNETT)",,,,,,,,,,,,
Grid ref,SO831169,Long,-2.246755,Lat,51.850435,,,,,,,
Station no,2168,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.70,1.75,0.64,,,,,,,,,
February,2.91,0.52,1.20,,,,,,,,,
March,3.30,2.00,0.61,,,,,,,,,
April,2.48,1.98,2.44,,,,,,,,,
May,2.29,3.29,1.92,,,,,,,,,
June,0.93,3.32,2.08,,,,,,,,,
July,0.39,0.25,2.29,,,,,,,,,
August,4.26,4.21,3.19,,,,,,,,,
September,2.19,1.15,2.59,,,,,,,,,
October,0.56,2.66,1.80,,,,,,,,,
November,5.75,2.32,0.60,,,,,,,,,
December,2.20,1.77,0.75,,,,,,,,,
Total,29.96,25.22,20.11,,,,,,,,,
Calc annual,29.96,25.22,20.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
