HOREHAM MANOR,,,,,,,,,,,,
Grid ref,TQ5750517353,Long,0.240140,Lat,50.934122,,,,,,,
Station no,RR6737,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,0.74,1.37,2.39,4.40,1.30,5.00,1.04,1.77,1.18,,
February,,1.45,1.67,,3.14,0.65,2.86,1.57,1.39,0.44,,
March,,2.32,1.56,-999.00,1.08,4.45,1.65,0.95,2.51,3.75,,
April,,2.28,0.62,2.34,1.01,1.68,1.59,3.40,1.87,1.75,,
May,,0.77,2.07,,2.41,0.98,2.15,2.83,0.81,1.07,,
June,,1.13,2.99,-999.00,2.06,3.22,1.82,2.65,1.17,1.52,,
July,,4.32,0.94,5.08,0.74,0.63,0.43,1.62,3.62,2.28,,
August,,0.50,,3.39,1.45,2.63,0.93,1.89,3.60,2.92,,
September,,2.56,,2.62,1.17,2.61,1.25,0.83,1.68,3.12,,
October,,2.19,2.58,5.96,2.48,2.34,4.82,5.82,2.24,8.22,,
November,,0.36,2.56,2.51,1.47,5.13,6.87,2.58,1.16,1.43,,
December,,4.63,2.18,1.96,3.39,1.10,2.05,3.05,3.85,5.34,,
Total,,23.25,21.88,35.72,24.80,26.72,31.42,28.23,25.67,33.02,,
Calc annual,0.00,23.25,18.54,26.25,24.80,26.72,31.42,28.23,25.67,33.02,,
Difference,NaN,0.00,3.34,9.47,0.00,-0.00,0.00,0.00,-0.00,0.00,,
