"REIGATE THE GAS WORKS (RENAMED THURSO 1922)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,122,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.62,2.61,3.44,1.61,3.01,2.85,3.29,2.43,3.52,1.55,3.58,
February,0.51,0.18,2.27,4.10,0.91,3.92,3.05,4.57,1.59,0.45,0.92,
March,1.64,1.38,2.16,1.95,1.57,0.68,0.33,3.43,1.40,0.02,1.74,
April,3.94,1.10,3.20,2.26,3.42,3.35,4.49,2.37,1.81,0.89,1.10,
May,0.97,1.70,0.78,2.77,2.80,2.76,1.81,1.19,2.01,2.08,2.49,
June,1.77,0.09,1.59,0.32,3.16,0.18,3.72,4.66,2.86,1.24,0.52,
July,4.81,0.13,2.23,3.25,3.23,4.00,2.17,2.56,1.56,1.49,2.51,
August,1.92,0.83,2.66,2.29,3.59,2.90,2.25,5.01,2.40,2.06,2.88,
September,4.55,0.54,1.55,1.08,3.16,2.71,0.95,5.16,0.47,0.13,3.79,
October,1.33,1.02,0.84,5.79,3.81,3.28,2.02,1.84,6.09,3.31,1.36,
November,1.52,1.91,2.13,1.60,3.05,3.08,5.89,2.71,2.26,6.63,4.34,
December,2.13,1.69,4.65,3.06,4.60,3.04,0.03,4.58,3.15,7.04,2.07,
Total,27.71,13.18,27.50,30.08,36.31,32.75,30.00,40.51,29.12,26.89,27.30,
Calc annual,27.71,13.18,27.50,30.08,36.31,32.75,30.00,40.51,29.12,26.89,27.30,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
