"SUNDERLAND WEST HENDON HOUSE NO 5",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3549,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.78,3.60,2.73,1.11,1.98,1.53,2.09,1.26,2.37,2.96,3.61,
February,0.94,0.20,1.96,3.49,1.46,2.63,2.22,0.83,1.13,0.81,1.57,
March,3.27,0.84,1.64,1.30,1.09,1.71,1.00,1.81,2.33,0.16,2.15,
April,2.67,1.23,1.60,1.77,1.84,2.51,0.91,1.48,1.13,1.36,1.95,
May,3.36,1.86,0.87,2.54,6.88,2.64,1.67,1.83,1.31,1.07,1.29,
June,0.63,1.27,1.50,1.05,2.45,0.10,2.88,4.14,4.52,1.78,1.50,
July,4.67,1.79,4.60,1.23,5.73,2.50,2.73,4.25,1.59,2.51,5.67,
August,1.84,3.64,2.27,3.07,2.43,2.80,2.45,5.96,3.33,2.66,4.65,
September,1.25,0.80,4.42,1.63,2.36,3.10,2.35,3.55,1.13,1.06,3.33,
October,2.39,1.88,1.75,2.28,3.99,2.07,2.93,1.86,2.83,2.55,1.70,
November,0.70,2.54,0.92,4.40,1.27,2.37,3.97,3.65,2.53,2.91,3.57,
December,3.26,1.81,3.85,2.50,1.73,3.39,0.67,3.45,1.35,3.22,2.58,
Total,27.76,21.46,28.11,26.37,33.21,27.35,25.87,34.07,25.55,23.05,33.57,
Calc annual,27.76,21.46,28.11,26.37,33.21,27.35,25.87,34.07,25.55,23.05,33.57,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
