BARTON (PUMP HOUSE),,,,,,,,,,,,
Grid ref,SD333088,Long,-3.008694,Lat,53.571545,,,,,,,
Station no,2808/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,3.44,1.38,2.67,,,,,,,,
February,2.63,0.92,0.99,3.35,,,,,,,,
March,4.48,1.69,1.01,2.38,,,,,,,,
April,1.17,2.00,2.50,1.09,,,,,,,,
May,2.90,2.08,2.01,2.63,,,,,,,,
June,0.75,1.58,1.70,2.96,,,,,,,,
July,1.62,0.81,2.12,3.46,,,,,,,,
August,5.67,2.69,4.18,4.71,,,,,,,,
September,2.81,3.89,3.39,4.35,,,,,,,,
October,1.15,3.57,1.58,6.90,,,,,,,,
November,6.97,2.33,3.81,6.62,,,,,,,,
December,5.78,3.31,1.52,3.43,,,,,,,,
Total,38.81,28.31,26.19,44.55,,,,,,,,
Calc annual,38.81,28.31,26.19,44.55,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
