GRANTHAM STAINBY RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK905228,Long,-0.659,Lat,52.795,Elevation,496,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938
January,1.56,2.31,1.52,1.17,2.01,1.66,3.62,1.04,2.66,0.90,2.75,3.80,0.77,0.70,1.83,2.80,0.68,3.11,0.74,0.83,0.61,1.76,1.18,3.05,3.22,1.26,2.51,1.03,1.61,2.05,2.85,1.75,2.00,2.98,1.13,2.21,1.37,2.97,2.02,3.98,1.41,2.90,1.84,0.68,1.25,1.63,1.15,3.82,3.53,2.52
February,1.81,1.02,0.16,1.56,2.11,1.99,0.30,0.96,3.92,0.53,1.50,4.85,2.65,1.40,0.97,2.72,0.72,1.51,1.00,1.11,0.24,2.45,1.39,1.81,0.65,1.07,2.60,2.99,0.94,1.55,2.43,1.04,0.50,2.52,4.03,0.97,2.24,1.72,2.16,1.41,0.75,0.25,2.46,0.54,2.66,0.84,2.15,2.29,3.29,0.84
March,2.48,2.46,1.27,1.25,0.38,0.50,2.37,1.67,2.49,1.18,0.73,1.11,1.13,1.50,2.17,1.76,1.96,1.40,1.21,2.41,3.70,0.76,1.42,3.04,3.42,2.58,1.51,3.07,1.28,0.88,3.24,2.18,0.82,1.53,2.01,0.51,0.90,0.29,2.25,1.72,0.10,1.59,0.35,1.47,2.72,1.79,0.56,1.32,2.06,0.26
April,3.32,0.60,1.72,1.53,0.39,1.65,1.87,0.85,1.71,1.86,2.12,0.65,1.61,1.87,1.98,0.85,1.35,0.54,2.02,1.65,1.25,1.31,0.84,0.20,2.22,1.37,0.76,1.33,1.45,1.39,1.83,3.91,1.12,3.68,1.40,1.83,1.40,2.44,2.32,0.83,1.12,2.57,2.91,1.88,0.89,1.94,2.63,1.83,2.91,0.06
May,4.71,2.72,3.22,1.89,1.06,1.69,0.60,0.60,1.11,3.15,2.36,1.45,1.09,2.57,4.06,1.46,0.45,1.57,2.96,2.22,1.18,2.78,1.95,2.23,1.83,1.57,1.61,1.66,1.73,1.76,1.76,1.50,1.29,1.41,1.66,2.95,3.13,2.78,1.12,2.36,1.25,2.19,2.91,4.23,1.61,0.77,0.70,0.96,2.68,2.64
June,0.36,1.83,2.95,1.58,0.82,1.88,0.72,2.99,2.20,1.16,1.51,1.79,2.11,1.87,1.68,0.31,3.41,2.66,1.94,0.83,2.53,1.22,2.25,4.46,1.38,2.41,1.16,2.03,1.45,0.44,0.75,2.11,0.78,1.04,0.76,2.46,0.20,2.80,5.76,4.16,1.60,0.92,2.14,0.68,1.77,0.98,2.35,2.70,0.65,0.86
July,1.83,2.31,2.75,2.41,3.24,3.16,2.65,1.86,0.38,1.46,1.29,1.40,3.70,1.43,1.72,1.97,1.40,0.92,2.59,2.35,3.22,1.28,0.12,4.50,0.87,2.31,6.62,1.70,1.78,2.28,4.39,3.23,0.42,6.04,3.48,2.97,2.12,2.23,2.32,1.59,0.91,3.41,4.15,6.43,1.07,3.65,0.26,4.52,3.42,2.26
August,3.52,2.26,4.06,1.83,2.50,3.90,1.49,1.93,3.72,3.30,0.99,3.19,1.46,3.28,4.89,1.85,2.33,0.83,2.55,2.71,1.96,2.83,1.38,5.55,1.21,1.47,1.76,3.27,5.53,1.67,2.50,0.86,2.69,6.17,2.33,1.98,1.29,2.47,3.06,2.73,1.60,2.63,3.31,2.07,0.48,1.81,1.54,0.76,0.62,4.48
September,2.39,0.87,1.13,2.21,1.10,0.75,0.70,4.32,2.54,0.59,3.82,0.21,1.01,1.24,3.21,1.62,2.68,1.16,1.12,1.60,3.11,0.89,1.81,1.14,1.97,1.07,0.98,1.35,1.79,3.90,1.92,1.43,0.66,1.70,2.63,2.57,3.45,1.48,4.27,0.59,1.40,5.17,3.67,2.39,3.53,1.18,3.48,2.20,0.95,1.71
October,2.59,1.11,4.64,4.73,2.26,2.99,3.74,3.82,0.84,2.96,2.52,2.06,1.63,2.14,6.06,0.37,1.50,4.14,5.12,1.18,2.78,1.40,2.11,2.22,2.78,1.81,1.34,2.04,2.82,1.49,1.79,0.97,1.34,1.30,2.99,4.75,2.69,2.22,2.45,3.88,2.91,1.61,0.44,3.16,2.59,0.54,3.01,1.59,3.07,2.50
November,0.52,3.64,3.74,1.04,2.25,2.53,3.86,0.95,0.97,2.38,1.20,1.87,1.15,2.09,1.88,0.92,2.55,2.15,2.15,0.87,0.36,2.79,1.91,1.99,2.39,3.25,2.04,2.78,1.18,1.89,1.83,0.75,1.63,1.21,1.89,2.19,2.29,3.19,2.96,2.64,5.15,3.21,2.30,1.63,2.32,2.24,4.28,2.13,1.29,2.16
December,1.90,1.58,3.11,1.20,1.82,1.42,1.70,3.96,2.30,1.81,1.65,4.02,4.34,1.55,0.82,1.43,0.68,2.86,2.89,1.35,4.57,5.41,4.64,3.47,0.81,4.29,3.70,2.78,1.16,2.44,3.24,2.19,1.68,3.37,2.51,2.30,1.58,0.60,2.73,1.71,4.35,2.11,0.65,0.44,0.21,4.35,2.56,1.70,2.60,3.78
Total,26.99,22.71,30.27,22.40,19.94,24.12,23.62,24.95,24.84,21.28,22.44,26.40,22.65,21.64,31.27,18.06,19.71,22.85,26.29,19.11,25.51,24.88,21.00,33.66,22.75,24.46,26.59,26.03,22.72,21.74,28.53,21.92,14.93,32.95,26.82,27.69,22.66,25.19,33.42,27.60,22.55,28.56,27.13,25.60,21.10,21.72,24.67,25.82,27.07,24.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1880-1889_08_pt1/013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_13_pt1/133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_17_pt1/072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_16_pt1/024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_17_pt1/024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_15_pt1/090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The elevation figure of 496 ft on the rainfall sheets seems a bit too high for this location, assuming the directions to the church are correct.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
