PONTYPRIDD-TY-GWYN-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST0847190647,Long,-3.3231064,Lat,51.607192,Elevation,725,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4075/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,7.8,1.4,7.32,7.74,9.05,8.5,3.8,5.4,6.3,11.62,8.52,6.41,9.34,5.78,15.35,2.25,3.69,8.03,7.71,1.86,3.55,4.68,8.21,9.85,6.38,8.27,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.85,7.18,2.75,9.35,2.79,4.55,5.75,5.7,0.3,4.24,1.64,8.66,7.12,2.26,4.2,3.58,10.37,6.7,1.11,3.18,6.96,2.85,0.49,7.44,7.14,0.37,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,4.22,1.32,4.89,3.6,0.79,2.4,4.8,4.22,4.6,1.68,0.48,3.59,2.33,11,3.39,1.98,4.57,6.51,5.15,3.8,5.74,2.88,2.31,8.23,1.56,5.44,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,3.25,7.35,3.1,4.52,0.15,5.1,3.3,1.8,2.9,1.73,4.77,4.06,1.94,5.6,3.36,5.05,4.68,5.31,4.78,4.75,1.38,3.2,2.28,0.3,1.68,4.21,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.35,1.34,2.35,2.59,5.78,1.19,1.9,3.1,7.95,6.06,4.24,4.93,5.42,2.46,3.71,4.3,1.75,2.76,4.45,4.06,2.96,6.09,1.75,2.54,5.11,1.59,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.45,6.55,4.36,2.68,3.8,3.61,0.65,1.9,0.32,4.51,3.95,5.61,6.7,2.51,6.47,0.99,2.46,1.61,3.38,3.74,6.58,8.54,4.17,1.49,5.08,3.24,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.1,0.71,10.76,3.82,4.6,14.1,7,3.8,3.95,5.01,4.36,4.31,3.67,3.73,3.24,1.11,8.57,1.97,3.79,7.79,5.08,1.16,5.1,5.13,5.8,5.02,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,5.55,2.62,1.95,1.85,5.05,4.36,0.35,7.05,6.96,7.11,4.49,3.84,11.33,0.61,7.31,3.79,11.43,9.3,7.84,6.58,5.83,2.31,7.32,5.79,6.67,2.28,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,5.45,10.75,4.2,2.51,3.41,1,2,1,5.87,5.47,7.27,4.62,10.51,2.84,7.2,3.06,10.47,6.66,4.4,6.85,9.23,2.34,7.01,8.23,10.55,0.41,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.89,7.79,3.14,3.7,10.97,4.7,9,6,5.61,4.55,7.83,7.82,1.14,2.39,7.17,11.34,3.22,1.81,6.88,4.41,11.53,3.42,2.48,7.81,7.56,6.86,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
