"TEMPLE CLOUD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4767,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.74,3.31,3.40,2.04,6.01,3.78,5.34,,,,,
February,1.33,0.70,5.85,7.97,0.44,4.97,1.95,,,,,
March,2.93,2.05,3.29,1.39,1.49,0.48,1.27,,,,,
April,5.02,0.94,2.88,1.88,4.27,1.75,3.46,,,,,
May,1.96,2.13,0.80,1.67,4.98,4.94,2.40,,,,,
June,2.50,0.25,1.92,0.66,5.29,0.01,2.65,,,,,
July,6.42,0.40,4.55,1.44,3.85,4.26,,,,,,
August,1.52,1.91,3.42,4.38,3.75,3.60,,,,,,
September,0.87,2.45,2.40,3.69,3.76,3.61,,,,,,
October,2.63,1.09,1.00,5.17,5.76,4.23,,,,,,
November,1.70,1.98,2.66,3.89,3.11,2.39,,,,,,
December,3.00,2.33,4.89,3.53,5.60,4.14,,,,,,
Total,35.62,19.54,37.06,37.71,48.31,38.16,,,,,,
Calc annual,35.62,19.54,37.06,37.71,48.31,38.16,17.07,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,
