"EPSOM (DOWNS ROAD)",,,,,,,,,,,,
Grid ref,TQ217588,Long,-0.255147,Lat,51.315304,,,,,,,
Station no,133/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.30,2.32,1.13,1.26,2.85,4.11,1.83,2.10,2.41,2.59,,
February,8.58,0.75,1.41,2.46,1.90,0.28,3.30,1.77,0.07,2.07,,
March,3.46,2.59,0.46,2.32,1.33,0.78,0.98,1.36,2.80,1.92,,
April,3.11,1.25,2.66,0.30,0.25,1.39,0.23,1.14,2.29,0.74,,
May,2.23,1.68,1.73,2.37,3.88,0.21,1.50,2.76,0.68,1.61,,
June,1.03,1.50,1.75,4.03,2.38,2.32,0.81,4.31,1.40,1.48,,
July,2.11,0.82,3.89,2.91,1.46,5.81,2.85,1.53,1.42,2.82,,
August,3.82,3.05,1.50,2.66,1.11,3.04,2.94,2.28,1.45,2.98,,
September,2.89,3.09,3.04,2.10,1.86,2.39,2.92,5.16,0.14,2.64,,
October,1.04,3.16,3.87,2.25,3.32,1.25,1.60,2.95,2.71,6.04,,
November,7.06,3.34,1.42,5.79,1.08,0.72,2.74,1.79,4.01,4.43,,
December,2.87,2.34,0.68,2.50,2.51,3.99,2.38,3.01,4.71,3.02,,
Total,41.50,25.89,23.54,30.95,23.93,26.29,24.08,30.16,24.09,32.34,,
Calc annual,41.50,25.89,23.54,30.95,23.93,26.29,24.08,30.16,24.09,32.34,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
