"SALFORD (WEATSE SEW. WKS)",,,,,,,,,,,,
Grid ref,SJ792983,Long,-2.314891,Lat,53.481006,,,,,,,
Station no,2831/3,,,,,,,,,,,
,MISFILED,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.30,2.90,,,,,,,,-999.00,,
February,2.91,1.63,,,,,,,,-999.00,,
March,2.70,3.32,,,,,,,,-999.00,,
April,1.36,1.44,,,,,,,,-999.00,,
May,1.45,3.08,,,,,,,,-999.00,,
June,0.35,0.55,,,,,,,,-999.00,,
July,2.13,4.08,,,,,,,,-999.00,,
August,5.32,3.54,,,,,,,,-999.00,,
September,0.62,2.06,,,,,,,,-999.00,,
October,4.46,5.63,,,,,,,,-999.00,,
November,2.31,1.01,,,,,,,,-999.00,,
December,1.66,3.64,,,,,,,,-999.00,,
Total,26.57,32.88,,,,,,,,-999.00,,
Calc annual,26.57,32.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-999.00,,
