BARROWFORD RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD868403,Long,-2.202174,Lat,53.858753,Elevation,473,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.18,5.38,3.77,3.83,1.32,4.73,3.18,3.1,1.77,5.98,8.12,5.42,3.16,4.18,4.24,3.27,2.1,5.71,2.97,4.94,2.36,6.36,2.05,3.48,3.91,3.39,7.16,5.32,3.69,3.39,4.41,4.63,7.88,3.42,4.23,3.25,3.12,4.25,4.1,10.55,1.83,6.89,3.57,5.46,3.26,4.58,2.23,4.18,4.31,6.24,5.26,1.13,0.89,4.94,5.34,7.76,4.45,5.45,4.5,8.5,3.12,4.02,5.99,5.98,2.02,4.19,2.32,6.26,4.66,3.17,3.4,5.67
February,,,,,,,,,,3.74,0.84,0.52,2.23,6.47,7.77,0.44,1.84,3.27,5.24,2.01,2.74,1.44,0.84,5.2,4.95,2.53,3.13,3.01,3.57,3.11,4.69,6.03,1.39,2.39,2.84,4.73,5.59,0.91,7.16,1.45,5.26,0.74,5.5,5.12,0.99,7.61,4.6,1.71,6.36,0.68,0.56,3.88,0.21,4.56,0.36,8.41,1.85,6.71,2.23,4.88,1.71,5.42,1.67,3.6,2.68,6,6.85,3,3.73,4.24,6.38,4.16,1.9,2.24,2.86,2.64,1.29,3.15,6.89,0.76,2.28
March,,,,,,,,,,2.93,5.18,2.23,0.7,1.76,4.48,3.29,7.29,5.64,2.29,3,0.63,2.98,2.7,6.19,2.6,3.46,4.23,4.29,3.34,2.33,0.73,3.09,5.39,6.04,5.44,2.25,3.67,2.17,1.16,4.85,3.15,4.6,2.38,1.83,1.49,1.43,2.54,3.7,1.89,1.4,2.66,0.71,2.68,2.41,2.65,1.79,2.78,2.51,1.68,2.68,3.1,3.65,3.37,1.68,0.75,1.84,1.68,6.9,2.62,1.65,2.31,3.95,2.46,2.22,2.97,2.3,2.51,3.94,2.32,1.58,1.54
April,,,,,,,,,,2.33,1.29,1.68,1.46,0.81,2.23,2.97,2.71,2.74,3.19,4.44,2.48,2.54,2.41,2.62,3.47,3.05,1.37,1.73,1.5,4.17,2.88,2.67,1.51,4.34,1.58,2.24,3.41,2.26,1.33,2.08,4.28,1.65,2.76,2.95,1.93,3.64,1.92,3.33,1.21,1.05,3.32,2.57,3.15,1.74,2.54,2.58,1.39,3.7,0.9,1.88,2.71,2.32,1.55,2.82,2.88,2.59,1.51,4.28,2.45,4.65,3.97,2.68,2.95,3.34,0.91,2.12,3.06,0.6,1.58,3.13,2.77
May,,,,,,,,,,2.61,2.34,2.57,4.91,2.55,2.56,0.71,0.38,2.38,2.92,4.04,1.31,1.11,3.14,3.31,2.6,0.83,4.2,3.21,3.55,2.03,2.69,2.5,2.28,2.85,2.26,2.1,2.4,1.46,1.14,2.01,5.62,1.96,1.87,5.04,4.63,4.35,3.74,1.85,1.17,2.77,2.9,1.82,4.38,2.41,3.91,1.31,0.79,2.26,3.59,0.93,1.75,2.93,2.48,2.66,3.38,5.84,1.53,2.5,1.22,2.77,2.37,2.24,1.75,1.69,2.91,3.93,2.33,1.13,5.3,1.48,1.63
June,,,,,,,,,,0.43,3.75,0.76,3.64,3.6,4.24,3.48,2.57,4.87,3.78,1.49,3,1.9,1.33,2.71,1.92,2.35,1.61,7.01,2.11,2.35,2.7,4.83,7.33,2.57,2.06,0.74,2.75,3.42,2.23,1.32,2.4,0.44,2.79,1.23,4.3,0.19,2.29,4.08,5.42,1.91,2.92,5.56,0.65,2.45,3.01,4.31,3.73,2.46,4.82,3.23,0.8,0.61,1.16,5.43,3.6,4.8,3.13,3.37,5.73,0.69,3.53,1.12,3.54,3.23,2.22,2.96,2.23,2.18,4.59,3.15,1.03
July,,,,,,,,,,4.21,3.37,3.3,1.59,3.33,4.17,6.97,2.53,2.66,0.73,2.12,2.32,1.95,3.12,3.96,1.79,2.2,2.14,2.57,5.11,5.3,4.41,0.51,3.52,1.19,3.03,5.23,2.97,2.65,3.32,1.83,7.09,2.69,5.6,4.46,3.92,1.88,3.14,3.83,2.51,3.46,5.4,3.24,6.78,3.64,2.84,1.86,4.9,2.47,4.56,6.59,4.34,1.26,5.13,4.07,3.36,3.03,4.91,4.62,2.14,2.32,4.07,3.74,2.28,5.6,6.26,1.07,4.11,6.03,3.28,3.5,6.22
August,,,,,,,,,,6.61,6.26,7.47,6.95,5.63,5.19,5.07,3.19,7.7,5.4,1.94,5.24,2.9,3.14,6.5,5.5,4.14,5.07,5.18,3.82,3.15,6.32,2.76,7.4,1.83,2.51,3.36,3.93,5.24,3.4,3.86,2.85,6.08,6.62,5.63,6.25,4.74,4.52,6.91,6.12,5.54,6.03,3.41,1.4,1.53,4.47,1.52,3.55,2.16,6.07,2.38,2.17,5.93,5.3,6.86,3.01,2.78,6.98,0.15,5,3.54,7.03,4.57,6.91,6.52,7.6,0.88,,5.57,4.34,0.59,4.49
September,,,,,,,,,,2.18,3.38,4.18,4.69,4.05,0.31,2.36,6.97,5.92,1.75,5.28,1.91,0.92,1.21,5.78,0.76,2.72,1.49,1.05,4.84,2.58,0.34,4.17,3.03,1.41,3.42,1.3,3.19,3.05,11.63,2.95,2.08,2.59,3.67,5.85,4.34,3.67,4.7,6.48,1.15,2.13,3.28,2.71,7.3,1.88,4.18,7.45,4.87,1.91,1.43,1.18,4.96,0.84,3.43,4.46,7.86,3.23,9.23,3.92,3.56,1.52,8.17,3.63,5.01,4.86,6.29,3.17,,5.53,5.14,0.33,2.62
October,,,,,,,,,,4.54,3.95,4.32,7.47,5.63,4.44,5.19,4.84,2.49,4.23,2.39,7.03,3.38,4.72,11.27,2.62,3.37,5.84,4.23,1.42,4.32,2.92,2.95,4.82,2,2.2,1.3,9.9,8.42,4.12,2.55,1.57,2.31,1.06,5.96,4.18,4.59,4.59,4.92,4.88,5.74,6.84,2.91,7.91,4.39,5.88,11.72,5.37,5.37,11.45,1.72,4.03,6.69,8.05,3.53,4.74,6.24,1.25,0.93,2.97,4.86,4.66,1.57,4.04,1.78,9.29,2.94,,7.49,3.38,5.72,3.6
November,,,,,,,,,,1.72,4.88,4.06,2,4.14,3.54,3.77,1.6,5.27,4.99,2.49,4.51,7.01,2.21,3.4,4.31,3.77,5.04,3.1,3.74,1.85,5.14,3.55,4.75,5.81,7.82,2.59,3.92,5.02,2.6,3.35,2.8,2.39,2.55,6.74,4.34,2.33,6.01,4.95,6.42,6.87,5.44,5.16,4.02,1.86,2.25,5.15,5.72,1.77,6.14,8.54,7.07,2.83,1.59,3.63,8.22,0.52,7.26,7.88,3.08,6.03,6.73,8.99,2.03,6.2,6.34,1.85,,2.09,1.75,4.8,7.26
December,,,,,,,,,,3.28,0.55,8.67,3.07,4.76,4.49,5.8,5.15,5.19,5.85,3.65,5.17,5.59,3.73,2.5,3.2,2.16,3.77,5.56,2.37,5.9,4,5.98,5.58,4.23,6.55,5.35,3.8,2.88,9.28,6.98,2.81,7.14,4.57,3.71,3.84,4.8,1.64,0.97,2.53,9.09,2.4,1.64,2.02,0.56,5.42,3.31,5.4,2.09,5.05,3.59,5.61,2.62,5.09,2.47,5.03,2.32,4.09,4.52,3.43,9.85,2.49,10.18,4.32,3.31,7.4,7.08,,5.99,4.27,7.86,5.31
Total,,,,,,,,,,36.76,41.17,43.53,42.54,44.05,48.15,43.23,42.17,49.9,46.35,40.97,41.76,34.88,32.73,57.68,36.99,32.68,43.6,43.91,40.31,39.45,43.18,41.09,50.48,38.57,43.1,38.35,50.85,41.17,50.76,37.64,44.54,40.47,42.79,52.75,43.46,42.35,43.94,46.83,50.21,42.47,48.64,37.18,45.96,30.69,42.09,51.64,44.53,37.72,54.16,42.86,39.38,35.99,43.76,46.55,53.27,43.64,53.87,46.57,44.43,45.24,55.73,52.82,43.17,43.01,59.24,33.26,,48.36,46.01,36.3,44.42
