"BARROWFORD RESERVOIR",,,,,,,,,,,,
Grid ref,SD869401,Long,-2.200645,Lat,53.856958,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.42,3.16,4.18,4.24,3.27,2.10,5.71,2.97,4.94,2.36,,
February,2.74,1.44,0.84,5.20,4.95,2.53,3.13,3.01,3.57,3.11,,
March,0.63,2.98,2.70,6.19,2.60,3.46,4.23,4.29,3.34,2.33,,
April,2.48,2.54,2.41,2.62,3.47,3.05,1.37,1.73,1.50,4.17,,
May,1.31,1.11,3.14,3.31,2.60,0.83,4.20,3.21,3.55,2.03,,
June,3.00,1.90,1.33,2.71,1.92,2.35,1.61,7.01,2.11,2.35,,
July,2.32,1.95,3.12,3.96,1.79,2.20,2.14,2.57,5.11,5.30,,
August,5.24,2.90,3.14,6.50,5.50,4.14,5.07,5.18,3.82,3.15,,
September,1.91,0.92,1.21,5.78,0.76,2.72,1.49,1.05,4.84,2.58,,
October,7.03,3.38,4.72,11.27,2.62,3.37,5.84,4.23,1.42,4.32,,
November,4.51,7.01,2.21,3.40,4.31,3.77,5.04,3.10,3.74,1.85,,
December,5.17,5.59,3.73,2.50,3.20,2.16,3.77,5.56,2.37,5.90,,
Total,41.76,34.88,32.73,57.68,36.99,32.68,43.60,43.91,40.31,39.45,,
Calc annual,41.76,34.88,32.73,57.68,36.99,32.68,43.60,43.91,40.31,39.45,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
