"FLAX BOURTON, THE GRANGE",,,,,,,,,,,,
Grid ref,ST507693,Long,-2.710385,Lat,51.420557,,,,,,,
Station no,RR6271,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.67,,
February,,,,,,,,,,0.62,,
March,,,,,,,,,,2.65,,
April,,,,,,,,,,2.30,,
May,,,,,,,,,,1.76,,
June,,,,,,,,,,4.78,,
July,,,,,,,,,,4.32,,
August,,,,,,,,,,3.13,,
September,,,,,,,,,,3.01,,
October,,,,,,,,,,7.72,,
November,,,,,,,,,,2.22,,
December,,,,,,,,,,5.60,,
Total,,,,,,,,,,39.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.78,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
