FLAX BOURTON (THE GRANGE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6271,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.37,3.75,2.92,1.98,4.00,2.74,5.24,3.43,5.75,,,
February,1.67,0.30,4.17,6.49,0.58,3.68,2.06,3.28,3.56,,,
March,2.72,1.99,2.81,1.27,1.58,0.39,0.58,3.04,2.57,,,
April,4.67,0.96,2.88,2.61,2.62,1.47,3.03,1.54,1.12,,,
May,2.10,2.19,0.82,1.70,4.21,4.32,2.46,1.31,1.17,,,
June,3.31,0.17,1.72,0.43,2.96,0.00,2.22,3.13,2.55,,,
July,5.42,0.73,4.41,2.12,3.43,3.40,1.93,4.91,2.80,,,
August,1.92,2.97,4.00,3.30,5.70,3.05,2.98,4.27,3.21,,,
September,2.01,4.39,2.34,2.76,3.34,2.87,2.03,7.09,1.21,,,
October,2.52,1.77,1.71,4.11,5.84,3.26,5.17,3.06,6.77,,,
November,2.11,2.29,1.41,2.66,2.70,1.92,7.76,3.73,3.98,,,
December,2.87,2.35,4.68,2.47,4.00,4.10,0.51,2.90,3.43,,,
Total,35.69,23.86,33.87,31.90,40.96,31.20,35.97,41.69,38.12,,,
Calc annual,35.69,23.86,33.87,31.90,40.96,31.20,35.97,41.69,38.12,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,NaN,
