ST DAY (BALDHU SCHOOL),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1919/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,,,3.51,,
February,,,,,,,,,,5.52,,
March,,,,,,,,,,2.90,,
April,,,,,,,,,,3.05,,
May,,,,,,,,,,1.22,,
June,,,,,,,,,,0.83,,
July,,,,,,,,,,3.05,,
August,,,,,,,,,,0.38,,
September,,,,,,,,,,2.23,,
October,,,,,,,,,,3.88,,
November,,,,,,,,,,10.91,,
December,,,,,,,,,,5.66,,
Total,,,,,,,,,,42.42,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.14,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.72,,
