CAPENOCH THORNHILL DUMFRIESSHIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX843938,Long,-3.8199,Lat,55.2252,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,4.31,5.57,6.4,4.75,5.38,10.37,8.15,5.57,9.2,3.13,10.13,4.61,2.87,1.71,0.85,3.81,7.73,,,,,,,,,,,,,,,,
February,,,,,,,,4.93,7.58,6.41,5.44,5.13,6.73,1.02,2.71,1.69,5.75,4.3,2.07,2.82,5.67,4.24,4.11,5.39,12.09,,,,,,,,,,,,,,,
March,,,,,,,,3.21,7.57,1.48,1.25,3.99,3.93,3.61,2.51,2.59,5.31,2.6,2.72,2.6,2.53,5.44,3.98,2.76,7.98,,,,,,,,,,,,,,,
April,,,,,,,,4.65,3.24,1.65,1.93,4.22,2.5,0.13,4.03,2.26,2.81,3.29,3.13,2.76,3.99,1.21,2.72,2.96,2.85,,,,,,,,,,,,,,,
May,,,,,,,,2.55,5.66,0.79,2.22,0.67,2.05,1.99,0.21,2.18,0.84,3.6,4.9,1.7,0.99,4.35,1.48,2.36,8.78,,,,,,,,,,,,,,,
June,,,,,,,,2.5,1.12,1.28,1.41,2.83,5.36,2.55,1.38,4.77,4.02,4.06,2.29,6.13,2.01,5.94,3.88,2.06,1.52,,,,,,,,,,,,,,,
July,,,,,,,,3.89,0.7,1.6,1.58,4.7,4.3,6.87,3.67,2.92,2.33,3.82,0.28,5.56,2.89,3.97,8.95,2.42,10.47,,,,,,,,,,,,,,,
August,,,,,,,,4.14,4.99,1.49,1.81,3.43,3.83,5.16,5.97,2.68,4.36,6.02,3.57,5.17,0.67,4.14,2.83,4.19,2.18,,,,,,,,,,,,,,,
September,,,,,,,,4.3,2.56,7.81,4.48,1.49,5.56,3.75,5.73,7.16,3.08,3.26,5.16,5.55,3.83,3.31,4.22,4.4,2.69,,,,,,,,,,,,,,,
October,,,,,,,,4.79,5.27,1.7,7.2,4.89,4.45,7.38,9.44,4.81,6.86,6.58,5.48,2.31,0.78,3.4,4.62,5.21,2.75,,,,,,,,,,,,,,,
November,,,,,,,,0.67,3.84,5.38,2.71,2.59,7.1,3.64,5.46,5.31,3.74,9.21,1.37,1.12,5.45,7.14,6.78,6.44,1.98,,,,,,,,,,,,,,,
December,,,,,,,,3.41,11.44,7.61,2.2,5.14,8.36,3.02,2.14,3.33,8.33,5.95,2.4,3.2,2.78,4.8,4.63,3.94,5.82,,,,,,,,,,,,,,,
Total,,,,,,,,43.35,59.54,43.6,36.98,44.46,64.54,47.27,48.82,48.9,50.56,62.82,37.98,41.79,33.3,48.79,52.01,49.86,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post 1890 data removed as looks very unreliable in places,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
