"MIDDLEWICH BOSTOCK HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2773,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.53,3.70,3.61,2.29,2.41,2.47,2.33,3.14,5.98,1.73,4.05,
February,3.10,0.43,3.04,4.27,1.14,4.07,3.06,1.10,2.81,0.88,0.48,
March,3.32,1.46,1.93,1.67,0.98,1.03,1.22,3.11,1.41,0.77,2.47,
April,4.49,1.31,2.44,2.48,1.88,1.26,1.20,2.78,1.16,0.74,2.47,
May,4.18,0.82,0.78,3.53,5.07,3.42,2.95,1.14,0.87,1.96,2.63,
June,2.62,0.44,1.20,0.85,2.19,0.00,1.42,5.01,5.59,1.48,1.15,
July,5.57,0.55,4.31,3.47,4.74,2.57,3.74,2.24,1.63,2.29,5.62,
August,1.05,4.28,3.66,3.45,4.99,2.42,3.40,3.79,2.66,3.52,3.14,
September,3.02,0.78,2.91,3.35,3.16,3.76,4.13,4.73,0.85,2.12,3.25,
October,1.32,2.60,0.48,4.37,3.48,4.33,2.34,2.25,3.72,5.28,4.12,
November,0.68,1.91,1.28,1.96,1.41,1.91,4.42,2.69,4.93,5.95,3.39,
December,2.04,2.87,4.52,4.16,2.85,1.77,0.90,1.49,1.61,5.10,2.93,
Total,34.92,21.15,30.16,35.85,34.30,29.01,31.11,33.47,33.22,31.82,35.70,
Calc annual,34.92,21.15,30.16,35.85,34.30,29.01,31.11,33.47,33.22,31.82,35.70,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
