DOE BANK P.STA.,,,,,,,,,,,,
Grid ref,SP323792,Long,-1.526591,Lat,52.409855,,,,,,,
Station no,2467/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.66,,
February,,,,,,,,,,2.03,,
March,,,,,,,,,,1.42,,
April,,,,,,,,,,0.88,,
May,,,,,,,,,,1.19,,
June,,,,,,,,,1.33,3.39,,
July,,,,,,,,,1.28,4.06,,
August,,,,,,,,,1.40,2.81,,
September,,,,,,,,,0.04,4.02,,
October,,,,,,,,,2.63,5.29,,
November,,,,,,,,,2.84,3.87,,
December,,,,,,,,,4.03,3.56,,
Total,,,,,,,,,,37.18,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.55,37.18,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
