COLD HARBOUR MOOR SUMMIT NO 39,,,,,,,,,,,,
Grid ref,SK078933,Long,-1.884056,Lat,53.436423,,,,,,,
Station no,2699,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,5.23,1.52,3.72,1.97,,
February,,,,,,,2.47,2.20,3.92,2.48,,
March,,,,,,,3.26,3.40,2.99,3.81,,
April,,,,,,,1.56,3.72,2.49,3.25,,
May,,,,,,,4.78,4.39,3.65,2.60,,
June,,,,,,,1.88,8.42,2.19,5.45,,
July,,,,,,,3.22,3.63,6.23,7.29,,
August,,,,,,,5.03,5.59,4.22,3.71,,
September,,,,,,,2.17,1.23,4.36,3.51,,
October,,,,,,,7.57,8.00,1.73,6.59,,
November,,,,,,,6.39,3.76,3.72,2.42,,
December,,,,,,,3.29,3.98,2.97,6.16,,
Total,55.65,40.50,38.96,55.11,35.77,42.09,46.85,49.84,42.19,49.24,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,46.85,49.84,42.19,49.24,,
Difference,55.65,40.50,38.96,55.11,35.77,42.09,0.00,0.00,0.00,0.00,,
