LYME-REGIS-HORN-BRIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY337927,Long,-2.9402,Lat,50.731,Elevation,85,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,5.96,5.05,3.49,5.2,2.28,4.96,5,4.64,3.83,5.49,1.82,5.48,2.86,3.19,2.42,2.84,0.8,6.48,5.03,3.88,6.89,2.82,5.63,4.71,8.21,2.87,,,2.6,6.33,0.78,0.73,3.93,2.7,0.99,1.87,3.95,3.97,,,,
February,,,,,,,,,,4.58,0.67,0.31,3.13,7.35,1.17,4.72,2.41,3.59,3.21,1.97,1.19,2.91,0.03,5.13,0.14,3.65,3.18,6.48,1.11,2.22,4.15,3.78,0.25,1.19,0.54,,,1.93,1.45,1.3,6.11,5.38,0.94,2.54,3.81,2.97,0.27,,,,
March,,,,,,,,,,5.33,3.64,2.12,3.06,1.61,1.59,0.31,0.63,4.48,3.04,0.36,1.84,1.52,2.19,3.66,2.46,1.35,5.28,4.74,0.22,1.15,3.02,3.13,2.96,1.38,,,,8.53,0.69,1.47,2.03,4.31,3.99,0.49,4.38,1.44,0.78,,,,
April,,,,,,,,,,2.34,4.48,1.29,4.13,2.89,3.25,2.43,2.99,2.53,1.43,0.78,3.01,2.81,2.69,2.3,3.34,4.11,2.68,3.01,0.08,2.3,2.53,2.59,1.64,1.13,,,,2.13,2.23,1.93,2.19,2.12,2.85,3.17,0.3,1.27,0.88,,,,
May,,,,,,,,,,1.3,1.82,2.31,0.89,1.23,5.33,3.78,1.68,0.83,1.75,2.53,2.04,3.08,4.2,2.07,0.97,1.64,0.75,3.11,2.23,0.61,2.81,2.11,5.39,2.22,,,,2.89,2.92,2.52,1.88,2.36,2.78,3.29,1.84,3.85,1.02,,,,
June,,,,,,,,,,0.7,2.56,0.55,1.07,0.49,2.51,0,3.59,2.68,2.06,2.39,0.26,3.42,2.97,1.16,1.01,4.42,2.02,1.32,1.46,3.61,0.67,1.29,0.36,1.62,,,3.84,2.57,2.43,0.35,0.88,1.11,2.57,2.28,2.52,3.23,2.21,,,,
July,,,,,,,,,,2.58,5.57,0.46,4.96,1.1,4.17,3.35,5.21,3.44,1.66,1.56,1.76,3.56,3.2,2.13,0.06,0.33,5.93,3.45,4.02,4.4,2.58,0.91,1.45,3.08,3.56,,1.56,2.41,2.47,1.1,4.88,2.74,1.48,3.38,2.83,3.7,1.94,,,,
August,,,,,,,,,,3.37,1.35,2.27,3.92,1.32,3.47,2.59,1.38,3.07,1.88,2.58,3.54,4.04,1.51,2.47,3.9,2.45,0.15,1.33,3.34,2.79,0.09,3.94,5.16,3.49,3.57,,4.33,1.45,4.13,2.36,4.51,5.27,2.42,2.71,3.75,0.82,4.77,,,,
September,,,,,,,,,,1.72,1.43,0.84,2.09,3.62,5.81,3.46,0.96,5.84,1.5,0.59,5.12,2.05,5.33,1.87,3.06,3.96,2.67,3.27,2.31,0.97,1.8,1.42,2.58,2.97,1.21,,4.51,1.14,2.11,4.54,5.05,3.57,3.04,3.21,3.89,1.33,6.86,,,,
October,,,,,,,,,,2.11,2.36,1.24,1.65,5.74,6.2,4.17,4.2,2.98,7.47,5.19,3.05,0.43,7.22,2.69,2.83,3.59,1.78,4.44,4.13,6.26,4.3,1.74,6,4.08,4.45,,2.29,0.79,2.83,6.31,1.9,1.16,5.01,3.51,2.94,2.08,1.84,,,,
November,,,,,,,,,,2.34,1.45,3.14,2.19,1.97,3.42,3.18,8.94,3.87,3.83,10.33,5.9,6.53,2.76,0.93,1.65,6.66,3.42,2.9,6.39,7.99,8.79,2.03,1.34,2.37,5.25,,6.31,2.42,2.37,3.98,7.08,7.93,4.76,1.96,6.37,4.53,0.69,,,,
December,,,,,,,,,,5.21,4.47,1.67,4.78,3.83,4.99,5.16,0.43,4.27,3.36,7.56,4.72,1.91,2.42,1.09,10.64,6.09,3.86,4.17,4.41,2.28,3.28,2.74,5.02,3.63,2.66,,3.93,2.62,5.41,2.14,3.31,3.82,3.54,0.82,2.73,5.27,4.94,,,,
Total,,,,,,,,,,37.54,34.85,19.69,37.07,33.43,46.87,38.15,37.06,41.41,36.68,37.66,37.91,35.12,37.71,27.92,32.9,39.05,38.2,43.25,33.58,41.47,36.84,31.31,36.86,35.37,,,,31.48,35.37,28.78,40.55,43.7,36.08,28.35,37.23,34.44,30.17,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 in image was mean of 3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 Mar-Jun est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 Jan-Dec est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 Jan-May est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948 T adj for addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
