"SEDBERGH BYNAC",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1200,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.59,12.25,5.36,5.63,4.97,4.89,8.20,,,,,
February,7.38,0.25,6.23,7.23,1.02,7.62,7.81,,,,,
March,7.19,7.65,3.85,1.93,2.61,1.92,3.70,,,,,
April,5.85,1.47,2.63,4.89,2.37,5.81,2.68,,,,,
May,7.83,4.00,3.64,4.18,8.03,5.57,2.71,,,,,
June,2.17,0.53,3.29,1.09,4.85,0.25,3.20,,,,,
July,8.55,2.51,6.49,6.25,5.12,2.22,4.73,,,,,
August,3.61,7.96,5.40,8.16,4.32,4.62,4.83,,,,,
September,3.32,2.80,4.97,7.05,7.05,4.92,6.63,,,,,
October,1.25,3.36,2.43,9.62,5.78,6.58,3.89,,,,,
November,4.52,2.92,2.86,9.38,4.79,2.53,7.63,,,,,
December,5.17,9.90,8.93,-999.00,10.22,5.92,1.74,,,,,
Total,65.43,55.60,56.08,71.77,61.13,52.85,57.75,,,,,
Calc annual,65.43,55.60,56.08,65.41,61.13,52.85,57.75,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,6.36,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,
