WORCESTER BARBOURNE and SAMUEL SOUTHALL SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO854564,Long,-2.215064,Lat,52.205629,Elevation,147,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2401/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,3.89,0.62,2.25,0.78,1.53,2.09,3.03,2.88,2.47,3.29,1.16,2.93,1.51,2.89,3.01,3.87,1.26,4.1,1.45,2.59,1.76,2.27,0.84,3.23,2.71,,5,3.03,2.71,2.9,5.05,2.09,1.46,,1.75,3.41,0.91,0.47,1.81,1.8,0.41,0.99,2.49,3.57,1.07,2.58,3.82,4.81
February,,,,1.08,1.64,3.25,3.88,0.97,1.35,2.76,0.73,0.2,2.72,4.95,0.43,2.55,2.21,2.54,1.89,0.62,0.56,1.73,0.09,2.7,0.32,1.74,2.31,3.63,,0.7,2.17,2.49,0.51,1.04,0.72,0.93,,1.35,0.84,1.14,4.05,2.2,0.59,1.32,1.53,1.35,0.3,2.45,4.13,0.06,1.85
March,,,,4.12,2.43,0.62,2.85,2.45,1.29,4.06,2.74,1.02,2.01,1.54,0.86,0.53,0.51,2.23,2.05,0.05,2.18,0.22,1.74,2.06,1.73,0.46,2.49,2.64,,1.76,1.35,2.11,1.7,0.95,0.2,0.74,,6.05,0.91,1.53,0.86,3.86,1.63,0.89,1.78,2.11,0.76,1.6,1.02,2.22,1.44
April,,,,3.42,1.09,1.1,0.83,1.12,2.15,1.87,3.93,1.1,2.03,2.79,2.96,1.71,1.78,1.24,1.17,0.67,2.69,2.95,3.9,0.76,2.01,4.04,2.31,2.14,,1.99,1.92,1.31,0.9,1.18,1.44,0.76,,2.17,1.42,1.98,2.86,2.3,2.14,2.05,0.31,0.85,1.73,0.03,0.7,2.41,1.15
May,,,,2.35,1.54,2.72,2.57,3.74,2.05,1.06,1.4,1.65,1.28,2.49,6.76,3,2.77,1.44,1.46,1.53,2.42,3.96,8.73,1.35,0.88,1.23,0.95,2.31,,0.67,2.53,2.15,3.17,3.43,0.5,3.05,,2.34,2.17,3,1.5,2.85,2.12,2.12,2.21,4.1,0.44,1.23,1.91,1.22,1.19
June,,,,0.68,2.72,1.27,1.25,1.97,0.86,0.82,2.33,0.44,0.69,0.33,2.13,0.02,1.46,2.99,2.15,1.87,1,3.4,1.02,1.75,0.49,2.67,4.24,0.73,,1.67,0.75,2.47,0.08,1.49,1.22,2.92,,1.31,2.64,0.2,1.82,0.72,1.64,1.34,2.62,3.8,1.7,1.23,3.18,0.59,1.39
July,,,,0.87,3.65,5.82,1.73,2.33,1.74,2.98,5.35,0.55,5.21,2.71,3.3,2.85,1.81,3.77,1.31,1.38,2.57,2.88,2.46,1.21,0.79,0.35,5.26,2.67,,4.26,2.14,2.95,0.99,1.08,2.39,2.73,,1.46,0.72,1.9,2.19,0.72,0.43,2.43,2.79,1.08,3.17,2.55,2.03,1.05,2.53
August,,,,1.57,1.5,3.26,2.36,4.4,1.14,2.06,0.61,2.94,3.12,1.69,2.44,2.48,2,3.92,1.82,1.43,2.9,4.56,2.53,0.63,1.57,1.74,0.36,1.57,,1.72,0.25,3.72,1.87,1.19,3.77,2.44,,0.54,4.09,0.78,3.55,3.5,6.04,2.75,3.21,0.26,4.17,6.53,3.98,1.84,3.91
September,,,,2.06,1.1,0.82,0.83,1.74,4.82,1.31,1.99,0.77,2.24,2.14,3.41,3.64,0.66,3.78,0.65,1.09,4.3,1.83,2.96,1.16,1.61,3.34,2.12,2.66,,1.21,1.18,1.01,1.1,2.47,2.54,1.43,,1.28,2.47,1.72,2.97,3.22,1.56,1.91,0.99,1.51,2.74,4.45,4.37,0.17,4.6
October,,,,3.12,1.62,3.58,3.3,1.92,0.98,2.42,2.75,1.71,0.59,4.1,3.93,2.84,2.43,1.32,4.73,4.06,2.6,0.69,3.18,3.12,1.08,3.07,1.36,2.43,,2.87,3.02,2.93,2.57,1.47,2.98,2.95,,0.31,2.21,4.34,0.54,0.76,3.81,1.47,2.15,1.28,1.29,0.89,2.71,2.34,5.86
