COLNEY-HEATH-TYTTENHANGER-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL198059,Long,-0.266392,Lat,51.739011,Elevation,241,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.74,3.73,1.46,2.81,1.63,1.91,1.98,1.82,1.17,4.23,4.24,3.08,5.16,2.01,1.96,2.67,,1.26,1.98,1.94,2.44,4.62,1.05,0.84,3.11,1.75,1.03,0.93,2.46,4.33,1.1,2.62,2.81,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,3.63,1.88,0.76,0.98,1.69,0.16,1.74,0.33,2.79,2.03,3.73,0.38,0.86,1.72,2.11,0.84,,0.9,1.7,2.35,1.51,0.97,1.25,4.38,4.76,0.64,1.85,1.71,1.91,0.24,3.15,2.58,0.03,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.48,1.92,0.02,1.37,0.15,1.89,2.94,2.3,0.43,1.15,2.76,0.32,1.59,2.82,2.76,1.08,,0.14,0.65,1.13,5.46,0.81,1.07,0.75,3.4,2.51,0.42,1.85,1.21,0.93,0.98,1.21,2.39,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.78,0.89,1.27,2.14,3.43,2.09,1.13,1.45,3.73,1.29,2.81,0.14,2.85,1.36,1.58,1.15,,1.97,1.35,1.37,2.12,1.19,1.57,1.81,2.79,1.64,2.52,0.21,0.45,1.03,0.19,1.09,2.61,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.15,1.23,1.93,2.23,2.66,3.83,1.79,0.65,2.28,0.4,2.67,2.21,1.63,1.54,1.72,3.01,,0.74,2.33,2.44,0.88,3.02,1.94,1.56,2.19,1.32,1.26,2.88,4.93,0.67,0.9,2.84,1.03,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.42,2.22,1.06,0.61,1.19,1.13,1.66,1.08,3.9,6.5,2.07,0.38,1.65,0.45,1.11,0.29,,2.14,1.38,2.01,2.18,2.87,0.51,2.07,1.29,1.17,1.76,3.15,1.8,2.63,1.71,4.21,0.98,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.3,2.19,2,2.87,2.81,2.02,1.13,0.99,0.87,3.74,1.24,1.34,2.15,2.45,3.4,1.66,,1.79,2.63,2.22,2.51,0.84,0.83,5.25,0.63,0.54,2.95,3.2,0.24,2.6,2.08,1.73,3.36,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.7,1.95,0.68,3.96,4.54,2.73,0.53,2.18,1.85,0.27,2.77,1.71,3.19,0.01,4.18,1.89,,3.11,0.91,3.38,0.12,2.25,1.84,2.4,3.34,5.43,1.68,2.95,1.06,4.33,2.02,3.06,1.25,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,5.09,1.19,0.43,3.28,2.14,1.88,2.34,2.12,4.04,3.43,2.13,1.47,1.36,0.81,0.53,0.72,,2.23,2.01,3.16,1.25,1.58,0.5,2.76,2.52,3.83,1.63,2.45,1.67,2.36,2.9,3.32,0.07,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.56,3.76,3.48,1.09,0.62,4.6,1.18,1.11,2.84,2.07,2.6,2.86,4.65,3.33,0.71,3.7,,3.16,3.02,1.38,0.07,2.29,5.26,0.36,0.91,2.77,2.71,1.93,3.84,1.96,1.7,2.28,2.02,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,2.69,2.61,6.51,3.97,2.76,1.57,1.18,2.03,4.78,3.42,1.21,3.22,4.62,6.59,2.48,1.54,,3.71,0.23,5.05,0.95,1.8,2.54,4.91,4.83,3.55,1.58,4.6,1.97,0.61,2.05,2.09,2.36,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,3.49,2.43,5.5,2.58,0.78,0.62,0.47,4.76,2.74,1.8,3.26,3.43,1.24,1.26,1.63,2.41,,1.46,2.87,1.99,2.37,2.69,1.84,1.61,1.89,2.32,0.46,1.58,2.06,4.34,2.31,3.22,4.13,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,34.03,26,25.1,27.89,24.4,24.43,18.07,20.82,31.42,30.33,31.49,20.54,30.95,24.35,24.17,20.96,,22.61,21.06,28.42,21.86,24.93,20.2,28.7,31.66,27.47,19.85,27.44,23.6,26.03,21.09,30.25,23.04,31.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943 - whole year estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
