"DUNLOP DUNLOP HOUSE",,,,,,,,,,,,
Grid ref,NS426495,Long,-4.507006,Lat,55.713299,,,,,,,
Station no,5244,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.30,3.30,6.70,10.60,6.40,6.60,7.20,7.60,,,,
February,3.50,3.50,2.80,10.50,2.50,7.10,6.40,4.25,,,,
March,0.60,2.60,5.50,10.70,4.50,7.80,7.50,6.45,,,,
April,4.00,3.50,4.20,3.50,7.60,3.30,4.55,4.15,,,,
May,3.50,3.00,3.50,3.40,4.50,4.40,7.40,4.40,,,,
June,3.60,3.80,2.50,3.00,2.30,1.20,2.40,6.75,,,,
July,4.50,3.50,4.50,5.40,4.20,5.30,3.50,3.30,,,,
August,6.70,6.00,4.00,9.50,7.50,7.50,8.10,7.20,,,,
September,6.50,5.50,4.50,8.40,7.30,6.70,3.70,2.20,,,,
October,7.50,8.00,4.30,10.80,5.40,6.30,7.20,10.30,,,,
November,9.50,6.50,5.60,8.00,4.50,6.50,6.10,5.65,,,,
December,13.00,7.00,5.00,5.10,5.60,7.50,7.50,7.45,,,,
Total,66.20,56.20,53.10,88.90,62.30,70.20,71.55,69.70,,,,
Calc annual,66.20,56.20,53.10,88.90,62.30,70.20,71.55,69.70,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,,
